laptop_specs_brand,laptop_specs_ram_amount,laptop_specs_ram_type,laptop_specs_storage_amount,laptop_specs_storage_type,laptop_specs_webcam_resolution,laptop_specs_screen_size,laptop_specs_screen_refresh_rate,laptop_specs_screen_brightness,laptop_specs_battery_capacity,laptop_specs_battery_cells,laptop_specs_weight,laptop_specs_default_os,laptop_specs_warranty,laptop_specs_price,laptop_specs_width,laptop_specs_depth,laptop_specs_height,laptop_specs_number_usb_a_ports,laptop_specs_number_usb_c_ports,laptop_specs_number_hdmi_ports,laptop_specs_number_ethernet_ports,laptop_specs_number_audio_jacks,cpu_specs_multithread_rating,cpu_specs_single_thread_rating,cpu_specs_integer_math,cpu_specs_floating_point_math,cpu_specs_find_prime_numbers,cpu_specs_random_string_sorting,cpu_specs_data_encryption,cpu_specs_data_compression,cpu_specs_physics,cpu_specs_extended_instructions,cpu_specs_single_thread,gpu_specs_avg_g3d_mark,gpu_specs_test_directx_9,gpu_specs_test_directx_10,gpu_specs_test_directx_11,gpu_specs_test_directx_12,gpu_specs_test_gpu_compute,category,screen_area,screen_ratio
1,64.0,-1,4096.0,2,1,16.2,144.0,250.0,100.0,4.0,2.1,2,12.0,124790000,35.57,24.81,2.1,0.0,3.0,0.0,0.0,0.0,26658,4143,57967,73736,361,41246,15753,337058,3828,13756,4143,0.0,0.0,0.0,0.0,0.0,0.0,1,7720704,1.5470008952551477
1,32.0,-1,512.0,2,1,14.2,90.0,250.0,70.0,4.0,1.6,2,12.0,60890000,31.26,22.12,1.6,0.0,3.0,0.0,0.0,0.0,21755,4100,46762,56504,282,32838,12694,265888,3039,11396,4100,0.0,0.0,0.0,0.0,0.0,0.0,1,5939136,1.539714867617108
1,96.0,-1,2048.0,2,1,16.2,180.0,500.0,100.0,3.0,2.1,2,12.0,119590000,35.57,24.81,2.1,0.0,3.0,0.0,0.0,0.0,26658,4143,57967,73736,361,41246,15753,337058,3828,13756,4143,0.0,0.0,0.0,0.0,0.0,0.0,1,7720704,1.5470008952551477
1,32.0,-1,512.0,2,1,16.2,60.0,350.0,100.0,3.0,2.1,2,12.0,78390000,35.57,24.81,2.1,0.0,3.0,0.0,0.0,0.0,26658,4143,57967,73736,361,41246,15753,337058,3828,13756,4143,0.0,0.0,0.0,0.0,0.0,0.0,1,7720704,1.5470008952551477
1,32.0,-1,2048.0,2,1,16.2,144.0,500.0,100.0,4.0,2.1,2,12.0,93890000,35.57,24.81,2.1,0.0,3.0,0.0,0.0,0.0,26658,4143,57967,73736,361,41246,15753,337058,3828,13756,4143,0.0,0.0,0.0,0.0,0.0,0.0,1,7720704,1.5470008952551477
1,64.0,-1,1024.0,2,1,14.2,60.0,250.0,70.0,4.0,1.6,2,12.0,93890000,31.26,22.12,1.6,0.0,3.0,0.0,0.0,0.0,26658,4143,57967,73736,361,41246,15753,337058,3828,13756,4143,0.0,0.0,0.0,0.0,0.0,0.0,1,5939136,1.539714867617108
1,32.0,-1,1024.0,2,1,14.2,60.0,250.0,70.0,4.0,1.6,2,12.0,63990000,31.26,22.12,1.6,0.0,3.0,0.0,0.0,0.0,21755,4100,46762,56504,282,32838,12694,265888,3039,11396,4100,0.0,0.0,0.0,0.0,0.0,0.0,1,5939136,1.539714867617108
1,32.0,-1,512.0,2,1,14.2,60.0,300.0,70.0,4.0,1.6,2,12.0,68090000,31.26,22.12,1.6,0.0,3.0,0.0,0.0,0.0,26620,4109,58078,73904,359,41204,15778,337935,3623,13702,4109,0.0,0.0,0.0,0.0,0.0,0.0,1,5939136,1.539714867617108
1,64.0,-1,1024.0,2,1,14.2,120.0,300.0,70.0,3.0,1.6,2,12.0,88690000,31.26,22.12,1.6,0.0,3.0,0.0,0.0,0.0,26658,4143,57967,73736,361,41246,15753,337058,3828,13756,4143,0.0,0.0,0.0,0.0,0.0,0.0,1,5939136,1.539714867617108
1,32.0,-1,2048.0,2,1,14.2,90.0,350.0,70.0,3.0,1.6,2,12.0,78390000,31.26,22.12,1.6,0.0,3.0,0.0,0.0,0.0,26620,4109,58078,73904,359,41204,15778,337935,3623,13702,4109,0.0,0.0,0.0,0.0,0.0,0.0,1,5939136,1.539714867617108
1,32.0,-1,1024.0,2,1,14.2,90.0,400.0,70.0,3.0,1.6,2,12.0,73190000,31.26,22.12,1.6,0.0,3.0,0.0,0.0,0.0,26620,4109,58078,73904,359,41204,15778,337935,3623,13702,4109,0.0,0.0,0.0,0.0,0.0,0.0,1,5939136,1.539714867617108
1,64.0,-1,4096.0,2,1,14.2,90.0,350.0,70.0,4.0,1.6,2,12.0,119590000,31.26,22.12,1.6,0.0,3.0,0.0,0.0,0.0,26658,4143,57967,73736,361,41246,15753,337058,3828,13756,4143,0.0,0.0,0.0,0.0,0.0,0.0,1,5939136,1.539714867617108
0,32.0,1,1024.0,2,1,14.0,90.0,550.0,65.0,3.0,1.26,6,12.0,38990000,31.24,22.12,1.59,2.0,3.0,1.0,0.0,1.0,19773,3992,44536,60763,198,22380,13983,187115,1622,15602,3992,0.0,0.0,0.0,0.0,0.0,0.0,1,5184000,1.6
0,16.0,1,1024.0,2,1,14.0,90.0,550.0,65.0,3.0,1.26,6,12.0,33990000,31.24,22.12,1.59,2.0,3.0,1.0,0.0,1.0,19050,3965,40886,55930,182,22377,13589,178662,1559,15973,3965,0.0,0.0,0.0,0.0,0.0,0.0,1,5184000,1.6
12,16.0,1,1024.0,2,1,16.0,240.0,300.0,90.0,4.0,2.5,6,24.0,39990000,35.9,26.64,2.79,3.0,0.0,1.0,0.0,0.0,45650,4300,163612,116486,201,62740,34092,564409,2769,32655,4300,17662.0,218.0,110.0,159.0,73.0,6828.0,1,4096000,1.6
0,16.0,0,512.0,2,1,16.1,60.0,400.0,59.0,4.0,1.9,6,12.0,19990000,36.78,23.61,1.89,2.0,1.0,1.0,0.0,1.0,10983,2953,37050,21693,41,14446,6294,123961,675,8487,2953,9458.0,118.0,55.0,73.0,45.0,3865.0,1,2073600,1.7777777777777777
0,16.0,1,512.0,2,1,14.0,90.0,400.0,65.0,4.0,1.3,6,12.0,16990000,31.29,21.79,1.49,2.0,2.0,1.0,0.0,1.0,22701,3536,76906,55639,77,29549,15984,273500,1339,15980,3536,0.0,0.0,0.0,0.0,0.0,0.0,1,5184000,1.6
0,16.0,1,512.0,2,1,15.6,144.0,350.0,57.0,4.0,2.1,6,12.0,19990000,36.23,23.99,2.69,3.0,1.0,1.0,1.0,1.0,18351,3454,60332,44607,54,22863,12242,223438,1061,13756,3454,7671.0,105.0,39.0,48.0,41.0,3467.0,1,2073600,1.7777777777777777
8,24.0,1,512.0,2,1,15.6,144.0,300.0,60.0,4.0,2.4,6,24.0,29490000,35.96,26.48,2.52,3.0,1.0,1.0,1.0,1.0,31424,3815,105161,77290,103,41975,22302,396717,1754,23899,3815,14428.0,186.0,81.0,131.0,61.0,5939.0,1,2073600,1.7777777777777777
2,32.0,1,1024.0,2,1,18.0,240.0,350.0,90.0,4.0,3.0,6,24.0,55990000,39.9,29.4,3.08,2.0,2.0,1.0,0.0,1.0,45650,4300,163612,116486,201,62740,34092,564409,2769,32655,4300,19567.0,222.0,118.0,178.0,85.0,8362.0,1,4096000,1.6
2,64.0,1,2048.0,2,1,18.0,240.0,1100.0,90.0,4.0,3.1,-1,24.0,109990000,39.9,29.4,1.57,2.0,2.0,1.0,0.0,1.0,45650,4300,163612,116486,201,62740,34092,564409,2769,32655,4300,27668.0,314.0,181.0,270.0,106.0,12653.0,1,4096000,1.6
2,32.0,1,1024.0,2,1,18.0,240.0,1100.0,90.0,4.0,3.1,-1,24.0,83990000,39.9,29.4,1.57,2.0,2.0,1.0,0.0,1.0,45650,4300,163612,116486,201,62740,34092,564409,2769,32655,4300,25099.0,286.0,161.0,248.0,96.0,11446.0,1,4096000,1.6
2,32.0,1,1024.0,2,1,16.0,240.0,250.0,90.0,4.0,2.5,6,24.0,54990000,35.4,26.4,3.04,2.0,2.0,1.0,0.0,1.0,45650,4300,163612,116486,201,62740,34092,564409,2769,32655,4300,19567.0,222.0,118.0,178.0,85.0,8362.0,1,4096000,1.6
12,16.0,0,512.0,2,1,15.6,60.0,400.0,46.8,3.0,1.7,6,24.0,16490000,35.89,23.59,1.99,3.0,1.0,1.0,0.0,1.0,14730,3414,53033,36302,52,18312,10329,164232,861,9177,3414,0.0,0.0,0.0,0.0,0.0,0.0,1,2073600,1.7777777777777777
12,16.0,0,512.0,2,1,15.6,144.0,500.0,52.4,3.0,1.86,6,24.0,16990000,35.9,25.4,2.17,3.0,1.0,1.0,0.0,1.0,18351,3454,60332,44607,54,22863,12242,223438,1061,13756,3454,7671.0,105.0,39.0,48.0,41.0,3467.0,1,2073600,1.7777777777777777
12,16.0,1,1024.0,2,1,14.0,144.0,350.0,90.0,4.0,1.7,6,24.0,29990000,31.34,24.65,1.9,1.0,2.0,1.0,0.0,1.0,25114,3523,88381,64685,114,31400,16655,279971,1775,16443,3523,9458.0,118.0,55.0,73.0,45.0,3865.0,1,2304000,1.6
12,32.0,1,1024.0,2,1,14.0,90.0,250.0,90.0,4.0,1.7,6,24.0,34990000,31.34,24.65,1.9,1.0,2.0,1.0,0.0,1.0,25114,3523,88381,64685,114,31400,16655,279971,1775,16443,3523,14428.0,186.0,81.0,131.0,61.0,5939.0,1,5184000,1.6
8,32.0,1,1024.0,2,1,14.5,120.0,430.0,75.0,3.0,1.61,-1,36.0,48490000,32.55,22.76,1.85,2.0,2.0,1.0,1.0,1.0,25114,3523,88381,64685,114,31400,16655,279971,1775,16443,3523,11185.0,139.0,63.0,87.0,51.0,4368.0,1,5898240,1.6
8,32.0,1,512.0,2,1,14.5,120.0,430.0,75.0,3.0,1.61,-1,36.0,47990000,32.55,22.76,1.85,2.0,2.0,1.0,1.0,1.0,25114,3523,88381,64685,114,31400,16655,279971,1775,16443,3523,11185.0,139.0,63.0,87.0,51.0,4368.0,1,5898240,1.6
8,32.0,1,1024.0,2,1,14.0,60.0,400.0,57.0,3.0,1.09,7,36.0,48490000,31.28,21.48,1.5,2.0,2.0,1.0,0.0,1.0,22301,3501,72517,53887,90,29005,15271,253186,1541,14647,3501,0.0,0.0,0.0,0.0,0.0,0.0,1,2304000,1.6
1,8.0,-1,512.0,2,1,15.3,60.0,350.0,66.5,3.0,1.5,2,12.0,41290000,33.79,25.19,25.13,0.0,0.0,0.0,0.0,0.0,15575,3903,37028,37879,175,23891,9549,187336,1683,7345,3903,0.0,0.0,0.0,0.0,0.0,0.0,1,5368320,1.5450643776824033
8,16.0,1,1024.0,2,1,13.3,180.0,300.0,54.7,3.0,1.17,7,36.0,39990000,30.17,21.48,1.59,2.0,2.0,1.0,0.0,1.0,25114,3523,88381,64685,114,31400,16655,279971,1775,16443,3523,0.0,0.0,0.0,0.0,0.0,0.0,1,2304000,1.6
8,16.0,1,512.0,2,1,14.0,60.0,300.0,45.0,4.0,1.38,6,24.0,21490000,31.35,22.4,1.69,2.0,2.0,1.0,1.0,1.0,17450,3322,57620,41863,63,21428,12402,197964,1113,11394,3322,0.0,0.0,0.0,0.0,0.0,0.0,1,2304000,1.6
8,16.0,1,512.0,2,1,14.0,120.0,300.0,45.0,4.0,1.38,6,24.0,21490000,31.35,22.4,1.69,2.0,2.0,1.0,1.0,1.0,14828,3504,54333,36303,56,18079,10171,160029,935,8891,3504,0.0,0.0,0.0,0.0,0.0,0.0,1,2304000,1.6
0,16.0,1,512.0,2,1,15.6,165.0,350.0,57.0,4.0,2.5,6,12.0,20990000,36.04,27.11,2.69,3.0,1.0,1.0,1.0,1.0,23395,3244,86993,48599,58,31159,18609,298342,1058,20361,3244,13354.0,146.0,92.0,111.0,59.0,5839.0,1,2073600,1.7777777777777777
0,16.0,1,1024.0,2,1,16.0,240.0,500.0,90.0,4.0,2.8,6,12.0,44990000,35.78,27.86,2.79,3.0,2.0,1.0,1.0,1.0,36550,3993,129038,93326,166,45944,25499,438104,2408,26361,3993,17662.0,218.0,110.0,159.0,73.0,6828.0,1,4096000,1.6
0,16.0,1,512.0,2,1,15.6,180.0,300.0,57.0,4.0,2.1,6,12.0,30990000,36.23,23.99,2.69,3.0,1.0,1.0,1.0,1.0,24850,3689,84451,62278,100,29800,16091,290251,1678,18001,3689,14428.0,186.0,81.0,131.0,61.0,5939.0,1,2073600,1.7777777777777777
0,16.0,1,512.0,2,1,15.6,180.0,300.0,57.0,4.0,2.1,6,12.0,26990000,36.23,23.99,2.69,3.0,1.0,1.0,1.0,1.0,24850,3689,84451,62278,100,29800,16091,290251,1678,18001,3689,9458.0,118.0,55.0,73.0,45.0,3865.0,1,2073600,1.7777777777777777
12,16.0,1,1024.0,2,1,16.0,165.0,250.0,65.0,4.0,2.3,6,24.0,32990000,35.9,26.64,2.77,3.0,1.0,1.0,0.0,0.0,37380,3997,132887,94535,176,48473,26683,445064,2430,26185,3997,14428.0,186.0,81.0,131.0,61.0,5939.0,1,2304000,1.6
5,32.0,1,512.0,2,1,16.1,144.0,250.0,70.0,4.0,2.31,6,12.0,27990000,36.9,25.94,2.39,3.0,1.0,1.0,1.0,1.0,23006,3632,73805,45544,78,30126,15925,272254,1175,20780,3632,17662.0,218.0,110.0,159.0,73.0,6828.0,1,2073600,1.7777777777777777
0,32.0,1,2048.0,2,1,16.0,240.0,500.0,76.0,4.0,2.05,6,12.0,49990000,35.6,24.92,2.08,2.0,2.0,1.0,0.0,1.0,25114,3523,88381,64685,114,31400,16655,279971,1775,16443,3523,17662.0,218.0,110.0,159.0,73.0,6828.0,1,4096000,1.6
0,32.0,1,1024.0,2,1,14.5,120.0,400.0,76.0,4.0,1.5,6,12.0,52990000,32.28,22.81,1.79,2.0,2.0,1.0,0.0,1.0,25114,3523,88381,64685,114,31400,16655,279971,1775,16443,3523,19567.0,222.0,118.0,178.0,85.0,8362.0,1,5184000,1.6
0,32.0,1,1024.0,2,1,14.5,120.0,400.0,76.0,4.0,1.5,6,12.0,45990000,32.28,22.81,1.79,2.0,2.0,1.0,0.0,1.0,25114,3523,88381,64685,114,31400,16655,279971,1775,16443,3523,17662.0,218.0,110.0,159.0,73.0,6828.0,1,5184000,1.6
0,32.0,1,1024.0,2,1,14.5,120.0,400.0,76.0,3.0,1.5,6,12.0,43990000,22.81,22.79,1.79,0.0,0.0,1.0,1.0,0.0,25114,3523,88381,64685,114,31400,16655,279971,1775,16443,3523,14428.0,186.0,81.0,131.0,61.0,5939.0,1,5184000,1.6
2,64.0,1,2048.0,2,1,16.0,240.0,1100.0,90.0,4.0,2.65,6,24.0,117990000,35.4,26.4,3.04,2.0,2.0,1.0,0.0,1.0,45650,4300,163612,116486,201,62740,34092,564409,2769,32655,4300,27668.0,314.0,181.0,270.0,106.0,12653.0,1,4096000,1.6
8,12.0,1,512.0,2,1,15.6,144.0,300.0,60.0,3.0,2.38,6,24.0,24490000,35.99,25.87,2.39,3.0,1.0,1.0,1.0,1.0,18668,3397,57737,43531,58,23245,12258,222404,1183,13985,3397,14428.0,186.0,81.0,131.0,61.0,5939.0,1,2073600,1.7777777777777777
2,16.0,1,512.0,2,1,14.0,120.0,600.0,75.0,4.0,1.3,6,24.0,24290000,35.93,22.94,1.79,2.0,2.0,1.0,0.0,1.0,22301,3501,72517,53887,90,29005,15271,253186,1541,14647,3501,0.0,0.0,0.0,0.0,0.0,0.0,1,5184000,1.6
0,16.0,1,512.0,2,1,14.0,90.0,400.0,65.0,4.0,1.32,6,12.0,26490000,31.29,21.79,1.49,2.0,2.0,1.0,0.0,1.0,25114,3523,88381,64685,114,31400,16655,279971,1775,16443,3523,0.0,0.0,0.0,0.0,0.0,0.0,1,5184000,1.6
0,8.0,1,512.0,2,1,15.6,144.0,500.0,57.0,4.0,2.1,6,12.0,25990000,36.23,23.99,2.69,3.0,1.0,1.0,1.0,1.0,18351,3454,60332,44607,54,22863,12242,223438,1061,13756,3454,14428.0,186.0,81.0,131.0,61.0,5939.0,1,2073600,1.7777777777777777
0,16.0,1,512.0,2,1,14.0,90.0,400.0,65.0,4.0,1.32,6,12.0,23490000,31.29,21.79,1.49,2.0,2.0,1.0,0.0,1.0,22301,3501,72517,53887,90,29005,15271,253186,1541,14647,3501,0.0,0.0,0.0,0.0,0.0,0.0,1,5184000,1.6
5,32.0,1,512.0,2,1,16.1,144.0,250.0,70.0,4.0,2.31,6,12.0,26490000,36.9,25.94,2.39,3.0,1.0,1.0,1.0,1.0,27094,3640,95371,68230,106,34298,18517,316731,1768,18821,3640,9458.0,118.0,55.0,73.0,45.0,3865.0,1,2073600,1.7777777777777777
5,32.0,1,512.0,2,1,16.1,144.0,250.0,70.0,4.0,2.31,6,12.0,29990000,36.9,25.94,2.39,3.0,1.0,1.0,1.0,1.0,27094,3640,95371,68230,106,34298,18517,316731,1768,18821,3640,14428.0,186.0,81.0,131.0,61.0,5939.0,1,2073600,1.7777777777777777
5,16.0,1,512.0,2,1,16.1,144.0,250.0,70.0,4.0,2.31,6,12.0,30990000,36.9,25.94,2.39,3.0,1.0,1.0,1.0,1.0,27094,3640,95371,68230,106,34298,18517,316731,1768,18821,3640,17662.0,218.0,110.0,159.0,73.0,6828.0,1,2073600,1.7777777777777777
8,24.0,1,512.0,2,1,15.6,144.0,300.0,60.0,4.0,2.38,6,24.0,21490000,35.99,25.87,2.39,3.0,1.0,1.0,1.0,1.0,11580,2723,38593,21974,29,14058,8559,144377,533,10508,2723,9458.0,118.0,55.0,73.0,45.0,3865.0,1,2073600,1.7777777777777777
8,24.0,1,512.0,2,1,15.6,144.0,300.0,60.0,4.0,2.38,6,24.0,27990000,35.99,25.87,2.39,3.0,1.0,1.0,1.0,1.0,23962,3225,87461,49983,56,32387,19230,318531,1010,22303,3225,17662.0,218.0,110.0,159.0,73.0,6828.0,1,2073600,1.7777777777777777
8,24.0,1,512.0,2,1,15.6,144.0,300.0,80.0,3.0,2.32,6,24.0,34790000,35.88,26.14,2.46,3.0,2.0,1.0,1.0,1.0,31424,3815,105161,77290,103,41975,22302,396717,1754,23899,3815,17662.0,218.0,110.0,159.0,73.0,6828.0,1,2073600,1.7777777777777777
8,32.0,1,1024.0,2,1,14.5,120.0,400.0,73.0,3.0,1.59,6,24.0,43990000,32.55,22.65,1.66,1.0,2.0,1.0,0.0,1.0,25114,3523,88381,64685,114,31400,16655,279971,1775,16443,3523,14428.0,186.0,81.0,131.0,61.0,5939.0,1,5184000,1.6
8,24.0,1,512.0,2,1,15.6,144.0,300.0,60.0,4.0,2.4,6,24.0,31990000,35.96,26.48,2.52,3.0,1.0,1.0,1.0,1.0,31424,3815,105161,77290,103,41975,22302,396717,1754,23899,3815,17662.0,218.0,110.0,159.0,73.0,6828.0,1,2073600,1.7777777777777777
12,16.0,1,512.0,2,1,14.0,144.0,400.0,53.5,3.0,1.6,6,24.0,25990000,31.47,23.35,2.23,2.0,1.0,1.0,0.0,0.0,24850,3689,84451,62278,100,29800,16091,290251,1678,18001,3689,14428.0,186.0,81.0,131.0,61.0,5939.0,1,2304000,1.6
2,16.0,1,1024.0,2,1,15.6,144.0,250.0,90.0,4.0,2.2,6,24.0,28490000,35.4,25.1,2.49,2.0,2.0,1.0,1.0,0.0,23931,3350,88291,49326,61,31240,18962,302686,1118,20701,3350,17662.0,218.0,110.0,159.0,73.0,6828.0,1,2073600,1.7777777777777777
0,32.0,1,1024.0,2,1,14.5,165.0,400.0,76.0,4.0,1.9,6,12.0,56990000,32.41,25.54,2.09,2.0,2.0,1.0,0.0,1.0,29319,3702,99135,73478,124,38235,19907,340819,1988,20244,3702,19567.0,222.0,118.0,178.0,85.0,8362.0,1,5898240,1.6
0,32.0,1,1024.0,2,1,14.5,165.0,400.0,76.0,4.0,1.9,6,12.0,46990000,32.41,25.54,2.09,2.0,2.0,1.0,0.0,1.0,29319,3702,99135,73478,124,38235,19907,340819,1988,20244,3702,17662.0,218.0,110.0,159.0,73.0,6828.0,1,5898240,1.6
2,16.0,0,512.0,2,1,16.0,144.0,300.0,50.0,3.0,1.8,6,24.0,18990000,35.86,24.91,1.89,2.0,1.0,1.0,0.0,1.0,21074,3464,73157,53328,59,28524,15110,259447,1040,15329,3464,9458.0,118.0,55.0,73.0,45.0,3865.0,1,2304000,1.6
2,16.0,0,512.0,2,1,16.0,144.0,300.0,50.0,3.0,1.8,6,24.0,21990000,35.86,24.91,1.89,2.0,1.0,1.0,0.0,1.0,21074,3464,73157,53328,59,28524,15110,259447,1040,15329,3464,14428.0,186.0,81.0,131.0,61.0,5939.0,1,2304000,1.6
0,16.0,1,512.0,2,1,16.0,165.0,300.0,57.0,4.0,2.5,6,12.0,28790000,36.18,27.84,2.55,0.0,0.0,1.0,1.0,1.0,28820,3770,99823,60655,87,40633,20762,351350,1350,26137,3770,14428.0,186.0,81.0,131.0,61.0,5939.0,1,2304000,1.6
0,32.0,1,1024.0,2,1,16.0,240.0,500.0,90.0,4.0,2.8,6,12.0,52990000,35.78,27.86,2.79,3.0,2.0,1.0,1.0,1.0,45650,4300,163612,116486,201,62740,34092,564409,2769,32655,4300,19567.0,222.0,118.0,178.0,85.0,8362.0,1,4096000,1.6
0,16.0,1,512.0,2,1,16.0,165.0,300.0,57.0,4.0,2.5,6,12.0,32990000,36.18,27.84,2.55,0.0,0.0,1.0,1.0,1.0,28820,3770,99823,60655,87,40633,20762,351350,1350,26137,3770,17662.0,218.0,110.0,159.0,73.0,6828.0,1,2304000,1.6
0,16.0,1,512.0,2,1,16.0,165.0,300.0,57.0,4.0,2.5,6,12.0,27490000,36.18,27.84,2.55,0.0,0.0,1.0,1.0,1.0,28820,3770,99823,60655,87,40633,20762,351350,1350,26137,3770,9458.0,118.0,55.0,73.0,45.0,3865.0,1,2304000,1.6
0,16.0,1,512.0,2,1,16.0,165.0,300.0,57.0,4.0,2.5,6,12.0,25990000,36.18,27.84,2.55,0.0,0.0,1.0,1.0,1.0,22841,3711,74667,45909,74,31736,15799,270837,1069,20375,3711,9458.0,118.0,55.0,73.0,45.0,3865.0,1,2304000,1.6
2,32.0,1,1024.0,2,1,15.6,120.0,600.0,70.0,3.0,1.42,6,24.0,32990000,35.26,22.69,1.39,2.0,2.0,1.0,0.0,1.0,23229,3190,65918,99543,296,32410,14906,242659,1551,15426,3190,0.0,0.0,0.0,0.0,0.0,0.0,1,4665600,1.7777777777777777
8,32.0,1,1024.0,2,1,14.0,60.0,400.0,57.0,3.0,1.09,7,36.0,55990000,31.28,21.48,1.5,2.0,2.0,1.0,0.0,1.0,25114,3523,88381,64685,114,31400,16655,279971,1775,16443,3523,0.0,0.0,0.0,0.0,0.0,0.0,1,2304000,1.6
8,16.0,1,512.0,2,1,14.0,60.0,400.0,57.0,3.0,1.09,7,36.0,53990000,31.28,21.48,1.5,2.0,2.0,1.0,0.0,1.0,25114,3523,88381,64685,114,31400,16655,279971,1775,16443,3523,0.0,0.0,0.0,0.0,0.0,0.0,1,2304000,1.6
8,32.0,1,1024.0,2,1,14.0,120.0,400.0,57.0,4.0,1.09,7,36.0,57990000,31.28,21.48,1.5,2.0,2.0,1.0,0.0,1.0,25114,3523,88381,64685,114,31400,16655,279971,1775,16443,3523,0.0,0.0,0.0,0.0,0.0,0.0,1,5184000,1.6
8,32.0,1,1024.0,2,1,14.0,120.0,400.0,57.0,3.0,1.35,7,36.0,59990000,31.28,21.77,1.55,2.0,2.0,1.0,0.0,1.0,16781,3445,59322,41990,64,19837,11808,182864,1110,10307,3445,0.0,0.0,0.0,0.0,0.0,0.0,1,5184000,1.6
8,32.0,1,1024.0,2,1,14.0,60.0,400.0,57.0,3.0,1.35,7,36.0,58990000,31.28,21.77,1.55,2.0,2.0,1.0,0.0,1.0,16781,3445,59322,41990,64,19837,11808,182864,1110,10307,3445,0.0,0.0,0.0,0.0,0.0,0.0,1,2304000,1.6
8,16.0,0,512.0,2,1,14.0,144.0,300.0,45.0,4.0,1.38,6,24.0,16990000,31.35,22.4,1.69,2.0,2.0,1.0,1.0,1.0,15977,3112,59633,31852,48,20023,12214,191138,683,12599,3112,0.0,0.0,0.0,0.0,0.0,0.0,1,2304000,1.6
8,16.0,1,512.0,2,1,14.0,144.0,300.0,45.0,4.0,1.38,6,24.0,17990000,31.35,22.4,1.69,2.0,2.0,1.0,1.0,1.0,18351,3454,60332,44607,54,22863,12242,223438,1061,13756,3454,0.0,0.0,0.0,0.0,0.0,0.0,1,2304000,1.6
8,16.0,1,512.0,2,1,16.0,120.0,300.0,45.0,4.0,1.7,6,24.0,22990000,35.6,25.35,1.75,2.0,2.0,1.0,1.0,1.0,14828,3504,54333,36303,56,18079,10171,160029,935,8891,3504,0.0,0.0,0.0,0.0,0.0,0.0,1,2304000,1.6
8,32.0,1,512.0,2,1,14.0,60.0,500.0,57.0,4.0,1.48,7,36.0,43490000,31.75,22.69,1.69,2.0,2.0,1.0,0.0,1.0,14828,3504,54333,36303,56,18079,10171,160029,935,8891,3504,0.0,0.0,0.0,0.0,0.0,0.0,1,2304000,1.6
8,8.0,0,512.0,2,1,15.6,120.0,300.0,38.0,4.0,1.65,6,24.0,14690000,35.92,23.58,1.99,1.0,1.0,1.0,1.0,1.0,18351,3454,60332,44607,54,22863,12242,223438,1061,13756,3454,0.0,0.0,0.0,0.0,0.0,0.0,1,2073600,1.7777777777777777
2,16.0,0,512.0,2,1,15.6,120.0,600.0,50.0,3.0,1.7,6,24.0,17990000,35.68,22.76,1.99,3.0,1.0,1.0,0.0,1.0,22701,3536,76906,55639,77,29549,15984,273500,1339,15980,3536,0.0,0.0,0.0,0.0,0.0,0.0,1,4665600,1.7777777777777777
8,12.0,1,512.0,2,1,15.6,144.0,300.0,60.0,4.0,2.38,6,24.0,19490000,35.99,25.87,2.39,3.0,1.0,1.0,1.0,1.0,11580,2723,38593,21974,29,14058,8559,144377,533,10508,2723,9458.0,118.0,55.0,73.0,45.0,3865.0,1,2073600,1.7777777777777777
2,16.0,1,1024.0,2,1,15.6,144.0,250.0,90.0,4.0,2.2,6,24.0,29990000,35.4,25.1,2.49,2.0,2.0,1.0,0.0,1.0,24850,3689,84451,62278,100,29800,16091,290251,1678,18001,3689,17662.0,218.0,110.0,159.0,73.0,6828.0,1,2073600,1.7777777777777777
2,16.0,1,512.0,2,1,15.6,144.0,250.0,48.0,3.0,2.3,6,24.0,18490000,35.9,25.6,1.41,2.0,2.0,1.0,1.0,0.0,23962,3225,87461,49983,56,32387,19230,318531,1010,22303,3225,7671.0,105.0,39.0,48.0,41.0,3467.0,1,2073600,1.7777777777777777
2,16.0,1,512.0,2,1,15.6,144.0,250.0,90.0,4.0,2.2,6,24.0,24990000,35.4,25.1,2.49,2.0,2.0,1.0,1.0,0.0,23962,3225,87461,49983,56,32387,19230,318531,1010,22303,3225,14428.0,186.0,81.0,131.0,61.0,5939.0,1,2073600,1.7777777777777777
0,16.0,1,512.0,2,1,15.6,144.0,250.0,57.0,4.0,2.1,6,12.0,31490000,36.23,23.99,2.69,3.0,1.0,1.0,1.0,1.0,28701,3842,100655,72169,108,36868,19788,339431,1809,20041,3842,17662.0,218.0,110.0,159.0,73.0,6828.0,1,2073600,1.7777777777777777
0,16.0,1,512.0,2,1,15.6,144.0,250.0,57.0,4.0,2.1,6,12.0,22990000,36.23,23.99,2.69,3.0,1.0,1.0,1.0,1.0,18351,3454,60332,44607,54,22863,12242,223438,1061,13756,3454,9458.0,118.0,55.0,73.0,45.0,3865.0,1,2073600,1.7777777777777777
2,16.0,0,512.0,2,1,16.0,144.0,300.0,50.0,3.0,1.8,6,24.0,17290000,35.86,24.91,1.89,2.0,1.0,1.0,0.0,1.0,21074,3464,73157,53328,59,28524,15110,259447,1040,15329,3464,7671.0,105.0,39.0,48.0,41.0,3467.0,1,2304000,1.6
