source,brand,name,cpu,vga,ram_amount,ram_type,storage_amount,storage_type,webcam_resolution,screen_size,screen_resolution,screen_refresh_rate,screen_brightness,battery_capacity,battery_cells,weight,default_os,warranty,price,width,depth,height,number_usb_a_ports,number_usb_c_ports,number_hdmi_ports,number_ethernet_ports,number_audio_jacks
nguyenkim,acer,acer nitro 5 an515-58-52sp i5-12500h/8gb/512gb/win11 (nh.qfhsv.001),intel core i5-12500h,geforce rtx 3050,8,ddr4,512,ssd,yes,15.6,1920x1080,n/a,n/a,57.5,4,2.5,windows 11 home,12,19490000,36.04,27.11,2.59,3,1,1,0,0
nguyenkim,asus,asus zenbook 14 oled u5-125h/16gb/512gb/win11 (ux3405ma-pp151w),intel core ultra 5 125h,n/a,16,ddr5,512,ssd,yes,14.0,2880x1800,120,n/a,75.0,4,1.2,windows 11 home,n/a,26890000,31.24,22.01,1.49,0,1,1,0,0
nguyenkim,apple,macbook air m1 13 inch 256gb mgn63sa/a xám,apple m1,n/a,8,đang cập nhật,256,ssd,yes,13.0,2560x1600,n/a,n/a,lithium-polymer,lithium-polymer,1.29,macos,12,18490000,30.41,21.24,1.61,n/a,n/a,n/a,n/a,n/a
nguyenkim,asus,asus vivobook 15 oled i5-13500h/16gb/512gb/win11 (a1505va-l1114w),intel core i5-13500h,n/a,16,ddr4,512,ssd,yes,15.6,1920x1080,n/a,n/a,50.0,3,1.7,windows 11 home,24,17990000,36.0,22.8,1.99,0,1,1,0,0
nguyenkim,hp,hp pavilion x360 14-ek0135tu i5-1235u/8gb/512gb/win11 7c0w5pa,intel core i5-1235u,n/a,8,ddr4,512,ssd,yes,14.0,1920x1080,n/a,n/a,43.0,3,1.51,windows 11 home,12,18990000,32.2,21.0,1.99,0,1,1,0,0
nguyenkim,lenovo,lenovo ideapad slim 3 14irh8 i7-13620h/16gb/512gb/win11 (83el0023vn),intel core i7-13620h,n/a,16,ddr5,512,ssd,yes,14.0,1920x1080,n/a,n/a,47.0,3,1.374,windows 11 home,24,17490000,32.43,21.38,1.79,0,2,1,0,1
nguyenkim,dell,dell inspiron 15 3530 i7-1355u/16gb/1tb/win11 p112f010 (n3530-i7u161w11blu-fp),intel core i7-1355u,n/a,16,ddr4,1024,ssd,yes,15.6,1920x1080,120,n/a,54.0,4,1.66,windows 11 home,12,21990000,35.85,23.56,1.7,n/a,n/a,n/a,n/a,n/a
nguyenkim,dell,dell inspiron 15 3530 i5-1335u/8gb/512gb/win11 (71014840),intel core i5-1335u,geforce mx550,8,ddr4,512,ssd,yes,15.6,1920x1080,n/a,n/a,41.0,3,1.63,windows 11 home,12,18990000,36.6,22.8,1.8,1,3,1,0,0
nguyenkim,hp,hp pavilion 15-eg3033tx i5-1335u/16gb/512gb/win11 (8u6l6pa),intel core i5-1335u,geforce mx550 ;,16,ddr4,512,ssd,yes,15.6,1920x1080,n/a,n/a,41.04,3,1.73,windows 11 home,12,18990000,36.02,23.4,1.8,0,2,1,0,1
nguyenkim,asus,asus gaming vivobook i5-12500h/16gb/512gb/win11 (k3605zc-rp564w),intel core i5-12500h,geforce rtx 3050,16,ddr4,512,ssd,yes,16.0,1920x1200,144,n/a,50.0,3,1.8,windows 11 home,24,19490000,35.86,24.91,1.89,0,2,1,0,1
nguyenkim,hp,hp pavilion 15-eg2089tu i7-1260p/8gb/512gb/win11 7c0r1pa,intel core i7-1260p,n/a,8,ddr4,512,ssd,yes,15.6,1920x1080,n/a,n/a,41.0,3,1.74,windows 11 home,12,17990000,36.02,23.4,1.79,0,1,1,0,0
nguyenkim,hp,hp pavilion x360 14-ek1049tu i5-1335u/16gb/512gb/win11 (80r27pa),intel core i5-1335u,n/a,16,ddr4,512,ssd,yes,14.0,1920x1080,n/a,n/a,43.3,3,1.54,windows 11 home,12,21990000,32.2,21.0,1.99,0,1,1,0,1
nguyenkim,msi,msi gaming thin 15 i5-13420h/16gb/512gb/win11 (b13ucx-2080vn),intel core i5-13420h,geforce rtx 2050,16,ddr4,512,ssd,yes,15.6,1920x1080,144,n/a,52.4,3,1.86,windows,24,17990000,35.9,25.4,2.17,3,0,1,0,0
nguyenkim,hp,hp pavilion 15-eg3035tx i7-1355u/16gb/512gb/win11 (8u6l7pa),intel core i7-1355u,geforce mx550 ;,16,ddr4,512,ssd,yes,15.6,1920x1080,n/a,n/a,41.04,3,1.74,windows 11 home,12,22990000,36.02,23.4,1.8,0,2,1,0,1
nguyenkim,asus,asus gaming vivobook 16x i5-12500h/16gb/512gb/win11 (k3605zf-rp634w),intel core i5-12500h,geforce rtx 2050,16,ddr4,512,ssd,yes,16.0,1920x1200,144,n/a,50.0,3,1.8,windows 11 home,24,17990000,35.86,24.91,1.89,0,2,1,0,0
nguyenkim,hp,hp pavilion 15-eg3093tu i5-1335u/16gb/512gb/win11 (8c5l4pa),intel core i5-1335u,n/a,16,ddr4,512,ssd,yes,15.6,1920x1080,n/a,n/a,41.0,3,1.74,windows,12,18490000,36.02,23.4,1.79,0,1,1,0,0
nguyenkim,asus,asus vivobook 15 i5-1235u/16gb/512gb/win11 (x1504za-nj517w),intel core i5-1235u,n/a,16,ddr4,512,ssd,yes,15.6,1920x1080,60,n/a,42.0,3,1.7,windows 11 home,24,14490000,35.97,23.25,1.79,0,1,1,0,0
nguyenkim,asus,asus vivobook 15 i3-1315u/8gb/512gb/win11 (x1504va-nj069w),intel core i3-1315u,n/a,8,ddr4,512,ssd,yes,15.6,1920x1080,n/a,n/a,42.0,3,1.7,windows 11 home,24,10690000,35.97,23.25,1.79,0,1,1,0,0
nguyenkim,hp,hp 14-ep0110tu i7-1355u/16gb/512gb/win11 (8c5k9pa),intel core i7-1355u,n/a,16,ddr4,512,ssd,yes,14.0,1920x1080,n/a,n/a,41.04,3,1.41,windows 11 home,12,17990000,32.37,21.5,1.79,0,2,1,0,1
nguyenkim,acer,acer aspire 5 a514-55-5954 i5-1235u/8gb/512gb/win11 (nx.k5bsv.001),intel core i5-1235u,n/a,8,ddr4,512,ssd,yes,14.0,1920x1080,n/a,n/a,50.0,3,1.4,windows 11 home,12,12990000,32.81,22.12,1.79,0,3,1,1,1
nguyenkim,asus,asus tuf gaming f15 i5-12500h/16gb/512gb/win11 (fx507zc4-hn095w),intel core i5-12500h,geforce rtx 3050,16,ddr4,512,ssd,yes,15.6,1920x1080,144,n/a,56.0,4,2.2,windows 11 home,24,20490000,35.4,25.1,2.24,0,1,1,0,0
