source,brand,name,cpu,vga,ram_amount,ram_type,storage_amount,storage_type,webcam_resolution,screen_size,screen_resolution,screen_refresh_rate,screen_brightness,battery_capacity,battery_cells,weight,default_os,warranty,price,width,depth,height,number_usb_a_ports,number_usb_c_ports,number_hdmi_ports,number_ethernet_ports,number_audio_jacks
fpt,hp,"hp gaming victus 16-s0078ax r5-7640hs/16gb/512gb/16.1""fhd/nvidia",amd ryzen 5 7640hs,n/a,16,ddr5,16,ssd,fhd,16.0,1920x1080,144,n/a,4 cell,4,2.31,windows 11 home,aaaaaaaaaaa,n/a,36.9,25.94,1.6,0,0,1,0,0
fpt,lenovo,"lenovo gaming loq 15arp9 r7 7435hs/ai/24gb/512gb/15.6""fhd/rtx4060",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,lenovo,"lenovo thinkpad e14 gen 5 i7-1355u/16gb/512gb/14.0""wuxga/win",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,lenovo,"lenovo thinkbook 16 g6 abp r5-7530u/16gb/512gb/16""",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,asus,asus tuf gaming fa507nu-lp045w,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,vaio,vaio fe14 i5 1235u/8gb/512gb/14',n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,hp,hp envy x360 14-fc0158tu,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,hp,"hp probook 440 g10 i7-1360p/16gb/512gb/14""",intel core i7-1360p,n/a,16,ddr4,16,ssd,hd,14.0,1920x1080,60,n/a,51.0,51 whrs,1.38,windows 11 home,aaaaaaaaaaa,n/a,32.19,21.39,1.4,2,2,1,1,1
fpt,dell,"dell inspiron 15 n3530 i5 1335u/16gb/512gb/15.6""fhd/nvidia",intel core i5-1335u,geforce mx550,16,ddr4,16,ssd,hd,15.6,1920x1080,120,250,3467 mah,3467 mah,1.66,windows 11 home,aaaaaaaaaaa,n/a,35.8,23.6,1.56,1,1,1,0,0
fpt,hp,"hp 245 g10 r5 7520u/8gb/256gb/14""fhd/win11",amd ryzen 5 7520u,n/a,8,n/a,8,ssd,fhd,14.0,1920x1080,60,n/a,3 cell,3,1.36,windows 11 home,aaaaaaaaaaa,n/a,32.4,21.5,1.4,0,0,1,0,0
fpt,lenovo,"lenovo gaming loq - 15iax9 i5 12450hx/ai/12gb/512gb/15.6""fhd/rtx2050",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,apple,macbook air m3 15 2024 8cpu 10gpu/8gb/512gb,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,lenovo,"lenovo ideapad slim 5 14imh9 u7-155h/ai/32gb/1tb/14""wuxga/oled/win11",intel core ultra 7 155h,n/a,32,ddr5,32,ssd,fhd,14.0,1920x1200,60,400,57.0,57 wh,1.48,windows 11 home,aaaaaaaaaaa,n/a,31.2,22.1,1.4,2,2,1,0,0
fpt,hp,hp 240 g10 i3 n305/8gb/256gb/14',intel core i3 n305,n/a,8,ddr4,8,ssd,hptruevisionwebcam,14.0,1920x1080,60,n/a,41.04,41.04 wh,1.37,windows 11 home,aaaaaaaaaaa,n/a,32.4,21.5,1.4,2,1,1,1,0
fpt,asus,asus tuf gaming fx507vu-lp315w,intel core i7-13620h,geforce rtx 4050,16,ddr5,16,ssd,hd,15.6,1920x1080,144,n/a,90.0,90 whrs,2.2,windows 11 home,aaaaaaaaaaa,n/a,35.4,25.1,1.56,2,2,0,1,0
fpt,asus,asus tuf gaming a16 advantage edition fa617nsr-rl100w,amd ryzen 7 7435hs,radeon rx 7600s,16,ddr5,16,ssd,hd,16.0,1920x1200,144,300,90.0,90 whrs,2.2,windows 11 home,aaaaaaaaaaa,n/a,35.5,25.2,1.6,2,2,0,1,0
fpt,asus,asus gaming rog strix g16 g614jv-n4156w,intel core i7-13650hx,geforce rtx 4060,16,ddr5,16,ssd,hd,16.0,2560x1600,240,n/a,90.0,90 whrs,2.5,windows 11 home,aaaaaaaaaaa,n/a,35.4,26.4,1.6,2,2,0,1,0
fpt,apple,macbook pro 14 2023 m3 pro 12 cpu/18 gpu/18gb/1tb,apple m3 pro 12-core,n/a,18,n/a,18,ssd,fhd,14.2,3024x1964,120,n/a,22 giờ,22 giờ,1.61,macos,aaaaaaaaaaa,n/a,31.26,14.2,1.55,0,3,1,0,0
fpt,lenovo,"lenovo gaming legion pro 5 16irx9 i9 14900hx/ai/32gb/1tb/16""wqxga/rtx4060",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,acer,acer aspire lite al15-51m-55nb,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,apple,macbook air 13 inch m2 2022 8cpu 10gpu 8gb/512gb,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,msi,"msi gaming katana a15 ai b8vf-419vn r7-8845hs/16gb/512gb/15.6""fhd/rtx4060_8gb/win11_balo",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,apple,macbook pro 14 2023 m3 pro 11 cpu/14 gpu/18gb/512gb,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,hp,hp envy x360 14-fc0084tu,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,lenovo,"lenovo gaming legion 5 16irx9 i7 14650hx/ai/32gb/1tb/16""wqxga/rtx4060",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,gigabyte,gigabyte gaming g5 mf-f2vn313sh,intel core i5-12450h,geforce rtx 4050,16,ddr4,16,ssd,hd,15.6,1920x1080,144,n/a,54.0,54 wh,1.9,windows 11 home,aaaaaaaaaaa,n/a,36.0,23.8,1.56,3,0,1,0,0
fpt,dell,"dell inspiron 15 n3520 i5 1235u/16gb/512gb/15.6""fhd/win11/office",intel core i5-1235u,n/a,16,ddr4,16,ssd,hd,15.6,1920x1200,120,250,n/a,n/a,1.9,windows 11 home,aaaaaaaaaaa,n/a,35.85,23.49,1.56,2,0,1,0,0
fpt,msi,"msi modern 14 c13m-612vn i5 1335u/16gb/512gb/14""fhd/win11_hồng",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,lenovo,"lenovo ideapad slim 3 - 15abr8 r5 7430u/16gb/512gb/15.6""fhd/win",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,apple,macbook air m3 13 2024 8cpu 10gpu/8gb/512gb,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,hp,hp pavilion 15-eg3095tu,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,msi,"msi gaming cyborg 15 ai a1ve-053vn ultra 7 155h/ai/16gb/512gb/15.6""fhd/rtx4050",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,acer,acer nitro v 16 propanel gaming anv16-41-r36y,amd ryzen 7 8845hs,geforce rtx 4050,16,ddr5,16,ssd,hd,16.0,1920x1200,165,300,4 cell,4,2.5,windows 11 home,aaaaaaaaaaa,n/a,36.18,27.84,1.6,2,1,0,1,0
fpt,msi,msi gaming sword 16 hx b14vgkg-038vn,intel core i7-14700hx,geforce rtx 4070,16,ddr5,16,ssd,hd,16.0,2560x1600,240,400,65.0,65 wh,2.3,windows 11 home,aaaaaaaaaaa,n/a,35.9,27.7,1.6,3,1,1,1,0
fpt,msi,msi prestige 14 ai studio c1veg-056vn,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,acer,acer swift edge sfa16-41-r3l6,amd ryzen 7 6800h,n/a,16,ddr5,16,ssd,fhd,16.0,3840x2400,60,n/a,54.0,54 wh,1.1,windows 11 home,aaaaaaaaaaa,n/a,35.67,24.23,1.6,0,2,1,0,0
fpt,lenovo,"lenovo gaming loq 15ahp9 r7 8845hs/ai/16gb/512gb/15.6""fhd/rtx4060",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,dell,"dell inspiron n5440 core5 120u/16gb/512gb/14.0""fhd/win11/office",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,msi,"msi gaming katana 15 ai b8vg-465vn r7 8845hs/ai/16gb/1tb/15.6""fhd/rtx4070",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,asus,asus vivobook pro 14 oled k3405zf-km184w,intel core i5-12500h,geforce rtx 2050,16,ddr4,16,ssd,hd,14.0,2880x1800,90,n/a,63.0,63 whrs,1.45,windows 11 home,aaaaaaaaaaa,n/a,31.71,22.25,1.4,2,1,1,0,0
fpt,lenovo,"lenovo gaming loq 15iax9 i5 12450hx/ai/12gb/512gb/15.6""fhd/rtx4050_6gb/w11_83gs001qvn",intel core i5-12450hx,geforce rtx 4050,12,ddr5,12,ssd,fhd,15.6,1920x1080,144,300,60.0,60 wh,2.38,windows 11 home,aaaaaaaaaaa,n/a,35.99,23.9,1.56,3,1,1,1,0
fpt,asus,asus tuf gaming fa507nv-lp046w,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,asus,asus tuf gaming fx506hc-hn144w,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
