source,brand,name,cpu,vga,ram_amount,ram_type,storage_amount,storage_type,webcam_resolution,screen_size,screen_resolution,screen_refresh_rate,screen_brightness,battery_capacity,battery_cells,weight,default_os,warranty,price,width,depth,height,number_usb_a_ports,number_usb_c_ports,number_hdmi_ports,number_ethernet_ports,number_audio_jacks
fpt,dell,"dell inspiron n3520 i5 1235u/16gb/512gb/15.6""fhd/win11/office",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,asus,asus gaming vivobook k3605zf-rp634w,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,msi,"msi modern 14 c7m-221vn r7 7730u/8gb/512gb/14""",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,asus,asus vivobook 16 x1605za-mb193w,intel core i3-1215u,n/a,8,ddr4,8,ssd,hd,16.0,1920x1200,60,n/a,3 cell,3,1.68,windows 11 home,aaaaaaaaaaa,n/a,35.87,24.95,1.6,3,0,1,0,0
fpt,acer,acer aspire 7 gaming a715-76g-5806,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,dell,"dell vostro v3430 i5 1335u/16gb/512gb/14""fhd/nvidia",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,acer,acer aspire 5 a515-58m-56yx,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,msi,msi gaming cyborg 15 a12uc-621vn,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,lenovo,"lenovo gaming loq 15iax9 i5 12450hx/ai/24gb/512gb/15.6""fhd/rtx2050",intel core i5-12450hx,geforce rtx 2050,24,ddr5,24,ssd,hd,15.6,1920x1080,144,300,60.0,60 wh,2.38,windows 11 home,aaaaaaaaaaa,n/a,35.99,23.9,1.56,3,1,1,1,0
fpt,acer,acer nitro v gaming anv15-51-53ne,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,hp,"hp 245 g10 (a20tfpt) r5-7530u/16gb/256gb/14""",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,hp,"hp 245 g10 r7- 7730u/16gb/512gb/14""",amd ryzen 7 7730u,n/a,16,ddr4,16,ssd,hd,14.0,1920x1080,60,n/a,41.0,41 wh,1.36,windows 11 home,aaaaaaaaaaa,n/a,32.4,21.5,1.4,2,1,1,0,0
fpt,acer,acer gaming aspire 5 a515-58gm-53cm,intel core i5-13420h,geforce rtx 2050,32,ddr4,32,ssd,fhd,15.6,1920x1080,144,n/a,50.0,50 wh,1.7,windows 11 home,aaaaaaaaaaa,n/a,36.1,23.7,1.56,3,1,0,1,0
fpt,asus,asus vivobook 15 oled a1505va-ma466w,intel core i5-13500h,n/a,16,ddr4,16,ssd,hd,15.6,2880x1620,120,600,50.0,50 whrs,1.7,windows 11 home,aaaaaaaaaaa,n/a,35.68,22.76,1.56,2,1,1,0,0
fpt,msi,msi gaming thin 15 b12uc-1416vn,intel core i5-12450h,geforce rtx 3050,16,ddr4,16,ssd,hd,15.6,1920x1080,144,n/a,52.4,52.4 whr,1.86,windows 11 home,aaaaaaaaaaa,n/a,35.9,25.4,1.56,3,1,1,1,0
fpt,acer,acer gaming aspire 5 a515-58gm-53pz,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,masstel,"masstel e140 celeron n4120/4gb/128gb/14""hd/win10",intel celeron n4120,n/a,4,ddr4,4,ssd,n/a,14.0,1366x768,60,250,37.0,37 wh,1.39,windows 10 pro,aaaaaaaaaaa,n/a,32.9,22.0,1.4,2,0,1,0,0
fpt,tính,máy tính xách tay acer gaming aspire 5 a515-58gm-51lb,intel core i5-13420h,geforce rtx 2050,16,ddr4,16,ssd,fhd,15.6,1920x1080,60,n/a,60.0,60 wh,1.7,windows 11 home,aaaaaaaaaaa,n/a,36.1,23.7,1.56,2,1,1,1,0
fpt,dell,"dell vostro v3520 i5 1235u/16gb/512gb/15.6""fhd/win11/office",intel core i5-1235u,n/a,16,ddr4,16,ssd,hd,15.6,1920x1080,120,250,41.0,41 wh,1.9,windows 11 home,aaaaaaaaaaa,n/a,35.85,23.49,1.56,2,0,1,1,0
fpt,msi,msi gaming katana 15 b13vfk-676vn,intel core i7-13620h,geforce rtx 4060,16,ddr5,16,ssd,hd,15.6,1920x1080,144,n/a,53.5,53.5 wh,2.25,windows 11 home,aaaaaaaaaaa,n/a,35.9,25.9,1.56,2,1,1,0,0
fpt,msi,msi gaming thin 15 b13ucx-2080vn,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,hp,"hp 245 g10 r5-7520u/8gb/256gb/14""fhd/win11",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,dell,"dell vostro 15 v3530 i5 1335u/16gb/512gb/15.6""fhd/win11/office",intel core i5-1335u,n/a,16,ddr4,16,ssd,hd,15.6,1920x1080,120,250,3 cell,3,1.657,windows 11 home,aaaaaaaaaaa,n/a,35.85,23.56,1.56,1,1,1,1,1
fpt,gigabyte,gigabyte gaming g5 kf5-53vn353sh,intel core i5-13500h,geforce rtx 4060,16,ddr5,16,ssd,hd,15.6,1920x1080,144,n/a,54.0,54 wh,2.08,windows 11 home,aaaaaaaaaaa,n/a,36.0,23.8,1.56,1,2,1,1,0
fpt,dell,"dell inspiron n3520 i5 1235u/8gb/512gb/15.6""fhd/win11/office",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,asus,asus vivobook 15 oled a1505va-l1113w,intel core i5-13500h,n/a,16,ddr4,16,ssd,hd,15.6,1920x1080,60,600,50.0,50 wh,1.7,windows 11 home,aaaaaaaaaaa,n/a,35.68,22.76,1.56,3,1,1,0,0
fpt,huawei,"huawei matebook d15 r7 5700u/8gb/512gb/15.6""fhd/win11",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,gigabyte,gigabyte gaming g5 mf5-52vn353sh,intel core i5-13500h,geforce rtx 4050,16,ddr5,16,ssd,hd,15.6,1920x1080,144,n/a,54.0,54 wh,2.08,windows 11 home,aaaaaaaaaaa,n/a,36.0,23.8,1.56,1,2,1,1,0
fpt,acer,acer swift x sfx16-51g-516q,intel core i5-11320h,geforce rtx 3050,16,ddr4,16,ssd,hd,16.1,1920x1080,60,n/a,4 cell,4,1.9,windows 11 home,aaaaaaaaaaa,n/a,36.8,18.9,1.61,2,1,1,0,0
fpt,acer,acer aspire 7 gaming a715-76g-59mw,intel core i5-12450h,geforce rtx 2050,8,ddr4,8,ssd,hd,15.6,1920x1080,144,n/a,50.0,50 wh,2.1,windows 11 home,aaaaaaaaaaa,n/a,36.23,23.74,1.56,3,1,0,1,0
fpt,gigabyte,gigabyte gaming g5 mf5-h2vn353kh,intel core i7-13620h,geforce rtx 4050,16,ddr5,16,ssd,hd,15.6,1920x1080,144,300,54.0,54 wh,2.08,windows 11 home,aaaaaaaaaaa,n/a,36.0,23.8,1.56,3,0,1,1,0
fpt,lenovo,"lenovo gaming loq - 15iax9 i5 12450hx/ai/16gb/512gb/15.6""fhd/rtx2050",intel core i5-12450hx,geforce rtx 2050,16,ddr5,16,ssd,hd,15.6,1920x1080,144,n/a,60.0,60 wh,2.38,windows 11 home,aaaaaaaaaaa,n/a,35.99,23.9,1.56,3,1,1,1,0
fpt,hp,hp 15-fd0083tu,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,acer,acer aspire lite 16 al16-51p-72s2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,dell,"dell vostro 14 v3420 i5 1235u/8gb/512gb/14""fhd/win11/office",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,lenovo,"lenovo thinkbook 14 g6 irl i5 13420h/16gb/512gb/14""",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,acer,acer swift 3 sf314-512-741l,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,acer,acer aspire 7 a715-76-53pj,intel core i5-12450h,n/a,16,ddr4,16,ssd,hd,15.6,1920x1080,60,n/a,50.0,50 wh,2.1,windows 11 home,aaaaaaaaaaa,n/a,36.23,23.74,1.56,0,1,1,1,0
fpt,asus,asus tuf gaming a15 fa506nf-hn005w,amd ryzen 5 7535hs,geforce rtx 2050,8,ddr5,8,ssd,hd,15.6,1920x1080,144,n/a,48.0,48 whrs,2.3,windows 11 home,aaaaaaaaaaa,n/a,35.9,25.6,1.56,3,1,0,1,0
fpt,dell,"dell inspiron n3520 i5 1235u/16gb/512gb/15.6""fhd/win11/office",intel core i5-1235u,n/a,16,ddr4,16,ssd,hd,15.6,1920x1080,120,250,3 cell,3,1.66,windows 11 home,aaaaaaaaaaa,n/a,35.85,23.56,1.56,2,0,1,1,1
fpt,acer,acer swift go sfg14-41-r19z,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,lenovo,"lenovo thinkpad e14 g5 i5 13420h/16gb/512gb/14""wuxga/win",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,apple,macbook air m2 13 inch 2022 8cpu 10gpu/16gb/256gb,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,dell,"dell inspiron n3520 i5 1235u/8gb/512gb/15.6""fhd/win11/office",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,lenovo,"lenovo ideapad slim 5 14imh9 ultra 5 125h/ai/16gb/512gb/14""wuxga/oled/win",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,msi,msi modern 14 c12mo-660vn,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,asus,asus vivobook s 14 oled s5406ma-pp124w,intel core ultra 5 125h,n/a,16,ddr5,16,ssd,fhd,14.0,2880x1800,120,n/a,75.0,75 whrs,1.3,windows 11 home,aaaaaaaaaaa,n/a,31.05,22.19,1.4,2,2,1,0,0
fpt,apple,macbook air m3 13 2024 8cpu 8gpu/8gb/256gb,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,lenovo,"lenovo ideapad 1 - 14alc7 r7 5700u/16gb/512gb/14.0""",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,lenovo,"lenovo ideapad slim 5 light 14abr8 r5 7530u/8gb/512gb/14""fhd/win",amd ryzen 5 7530u,n/a,8,ddr4,8,ssd,fhd,14.0,1920x1080,240,300,47.0,47 wh,1.17,windows 11 home,aaaaaaaaaaa,n/a,32.41,21.57,1.4,2,2,1,0,0
fpt,msi,msi gaming katana15 b13vfk-2099vn,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,acer,acer aspire 3 a315-59-51x8,intel core i5-1235u,n/a,8,n/a,8,ssd,hd,15.6,1920x1080,60,n/a,3 cell,3,1.7,windows 11 home,aaaaaaaaaaa,n/a,36.29,24.13,1.56,3,0,1,0,0
fpt,apple,macbook pro 14 2023 m3 8 cpu/10 gpu/16gb/512gb,apple m3,n/a,16,n/a,16,ssd,fhd,14.2,3024x1964,120,n/a,22 giờ,22 giờ,1.61,macos,aaaaaaaaaaa,n/a,31.26,14.2,1.55,0,2,1,0,0
fpt,apple,macbook air 13 inch m1 2020 8cpu 7gpu 16gb/256gb,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,msi,msi gaming gf63 thin 12uc-1006vn,intel core i5-12450h,geforce rtx 3050,16,ddr4,16,ssd,hd,15.6,1920x1080,144,250,3 cell,3,1.86,windows 11 home,aaaaaaaaaaa,n/a,35.9,25.4,1.56,3,1,1,1,0
fpt,msi,msi gaming cyborg 14 a13udx-099vn,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,hp,hp 15-fd1060tu,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,asus,asus vivobook 15 oled a1505va-ma469w,intel core i9-13900h,n/a,16,ddr4,16,ssd,hd,15.6,2880x1620,120,600,65.0,65 wh,1.7,windows,aaaaaaaaaaa,n/a,35.68,22.76,1.56,2,1,1,0,0
fpt,asus,asus vivobook flip tn3402ya-lz188w,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,asus,asus vivobook s16 oled s5606ma-mx051w,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,lenovo,"lenovo ideapad 1 15alc7 r5 5500u/16gb/512gb/15.6""",amd ryzen 5 5500u,n/a,16,ddr4,16,ssd,hd,15.6,1920x1080,60,220,42.0,42 wh,1.58,windows 11 home,aaaaaaaaaaa,n/a,36.02,23.6,1.56,1,1,1,0,0
fpt,hp,"hp gaming victus 16-r0127tx i7-13700h/ai/16gb/512gb/16.1""",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,asus,asus zenbook 14 oled ux3405ma-pp151w,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,hp,hp envy x360 14-fc0162tu,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,msi,msi modern 15 b12mo-628vn,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,dell,"dell inspiron 16 n5640 i5 1334u/16gb/512gb/16""",intel core i5-1334u,n/a,16,ddr5,16,ssd,fhd,16.0,1920x1200,60,250,54.0,54 wh,1.87,windows 11 home,aaaaaaaaaaa,n/a,35.68,24.95,1.6,2,1,1,0,0
fpt,lenovo,"lenovo ideapad slim 5 14imh9 ultra 7-155h/ai/16gb/512g/14""wuxga/oled/win",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,acer,acer aspire 3 a315-510p-34xz,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,apple,macbook air m3 13 2024 8cpu 10gpu/16gb/256gb,apple m3,n/a,16,ddr4,16,ssd,fhd,13.6,2560x1644,60,500,n/a,n/a,1.24,macos,aaaaaaaaaaa,n/a,30.41,21.5,1.36,0,2,0,0,0
fpt,hp,hp pavilion aero 13-be2098au,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,acer,acer swift go ai sfg14-73-53x7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,msi,"msi modern 14 c7m-220vn r5 7530u/8gb/512gb/14""fhd/win",amd ryzen 5 7530u,n/a,8,ddr4,8,ssd,hd,14.0,1920x1080,60,n/a,39.3,39.3 wh,1.4,windows 11 home,aaaaaaaaaaa,n/a,31.99,22.3,1.4,1,1,1,0,0
fpt,lenovo,"lenovo gaming loq 15iax9 i5 12450hx/ai/24gb/512gb/15.6""fhd/rtx4050_6gb/win11",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,apple,macbook pro 14 2023 m3 8 cpu/10 gpu/8gb/512gb,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,lenovo,"lenovo gaming loq - 15irx9 i7-13650hx/ai/16gb/512gb/15.6""fhd/rtx4050",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,apple,macbook air 15 inch m2 2023 8cpu 10gpu 8gb/256gb,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,msi,"msi gaming katana a15 ai b8ve-402vn r7 8845hs/16gb/512gb/15.6""fhd/rtx4050",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,apple,macbook air m3 13 2024 8cpu 10gpu/16gb/512gb,apple m3,n/a,16,ddr4,16,ssd,fhd,13.6,2560x1644,60,500,n/a,n/a,1.24,macos,aaaaaaaaaaa,n/a,30.41,21.5,1.36,0,2,0,0,0
fpt,msi,"msi gaming thin gf63 12ve-454vn i5 12450h/16gb/512gb/15.6""",intel core i5-12450h,geforce rtx 4050,16,ddr4,16,ssd,hd,15.6,1920x1080,144,n/a,52.4,52.4 wh,1.86,windows 11 home,aaaaaaaaaaa,n/a,35.9,25.4,1.56,3,2,1,0,0
fpt,lenovo,"lenovo gaming legion slim 5 16ahp9 r7-8845hs/ai/16gb/512gb/16""wqxga/rtx4060_8gb/win11",amd ryzen 7 8845hs,geforce rtx 4060,16,ddr5,16,ssd,fhd,16.0,2560x1600,165,350,80.0,80 wh,2.3,windows 11 home,aaaaaaaaaaa,n/a,35.97,21.9,1.6,2,2,1,1,0
fpt,gigabyte,gigabyte gaming g6 kf-h3vn853sh,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,asus,asus zenbook 14 oled ux3405ma-pp152w,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,hp,hp envy x360 14-fc0094tu,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,acer,acer aspire lite al16-51p-596h,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,lenovo,"lenovo yoga slim 6 14irh8 i7 13700h/16gb/512gb/14""wuxga",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,gigabyte,gigabyte gaming g5 kf-e3vn313sh,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,acer,acer aspire 3 a315-58-53s6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,asus,asus tuf gaming fx507vv-lp304w,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,huawei,"huawei matebook d14 be i3 1215u/8gb/256gb/14""fhd+/win11",intel core i3-1215u,n/a,8,ddr4,8,ssd,hd,14.0,1920x1080,60,300,56.0,56 wh,1.39,windows 11 home,aaaaaaaaaaa,n/a,31.45,22.78,1.4,0,0,1,0,0
fpt,hp,hp envy x360 14-fc0089tu,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,apple,macbook air m2 13 inch 2022 8cpu 10gpu/16gb/512gb,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,apple,macbook pro 14 2023 m3 pro 11 cpu/14gpu/36gb/512gb,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,lenovo,"lenovo ideapad slim 5 14q8x9 x1p-42-100/ai/16gb/512gb/14""wuxga",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,asus,asus tuf gaming a15 fa506ncr-hn047w,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,asus,asus vivobook s14 s5406ma-pp161w,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,lenovo,"lenovo ideapad slim 5 15iru9 core 5_120u/32gb/512g/15.3""wuxga/win11",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,lenovo,"lenovo thinkbook 16 g6 irl i5-13420h/16gb/512gb/16.0""wuxga/win",intel core i5-13420h,n/a,16,ddr5,16,ssd,fhd,16.0,1920x1200,60,300,71.0,71 wh,1.7,windows 11 home,aaaaaaaaaaa,n/a,35.6,25.35,1.6,2,2,0,0,0
fpt,asus,asus tuf gaming f15 fx507vu-lp197w,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,msi,msi gaming thin 15 b12ucx-1419vn,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
fpt,acer,acer nitro v gaming anv15-51-55ca,intel core i5-13420h,geforce rtx 4050,16,ddr5,16,ssd,hd,15.6,1920x1080,144,250,57.0,57 wh,2.1,windows 11 home,aaaaaaaaaaa,n/a,36.23,23.99,1.56,3,1,1,1,0
