source,brand,name,cpu,vga,ram_amount,ram_type,storage_amount,storage_type,webcam_resolution,screen_size,screen_resolution,screen_refresh_rate,screen_brightness,battery_capacity,battery_cells,weight,default_os,warranty,price,width,depth,height,number_usb_a_ports,number_usb_c_ports,number_hdmi_ports,number_ethernet_ports,number_audio_jacks
laptopaz,"dell inspiron 3530 (core i5-1334u, 16gb, 512gb, 15.6'' fhd 120hz)",dell inspiron 3530,intel core i5-1334u,n/a,16,ddr4,512,ssd,yes,15.6,1920x1080,120,250,41,3,1.65,windows,12,14290000,n/a,n/a,n/a,0,1,1,0,0
laptopaz,"dell inspiron 14 5445 2024 (ryzen 7 8840hs, 16gb, 512gb, 14"" 2k+)",dell inspiron 14 5445 2024,amd ryzen 7 8840hs,n/a,16,ddr5,512,ssd,yes,14,2240x1400,n/a,300,41,3,1.54,windows,n/a,16990000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
laptopaz,"acer nitro 5 tiger an515-58 (core i5 - 12500h, 16gb, 512gb, rtx 3050, 15.6"" fhd ips 165hz 100% srgb)",acer nitro 5 tiger an515-58,intel core i5-12500h,geforce rtx 3050,16,ddr4,512,ssd,no,15.6,1920x1080,165,n/a,57,4,2.4,n/a,n/a,16990000,n/a,n/a,n/a,0,2,1,0,0
laptopaz,"acer nitro 5 tiger 2022 an515-58 (core i5 - 12500h, 16gb, 512gb, rtx 3050ti, 15.6"" fhd ips 165hz 100% srgb)",acer nitro 5 tiger 2022 an515-58,intel core i5-12500h,geforce rtx 3050 ti,16,ddr4,512,ssd,no,15.6,1920x1080,165,n/a,57,4,2.4,n/a,n/a,17490000,n/a,n/a,n/a,0,2,1,0,0
laptopaz,"laptop dell xps 13 plus 9320 (core i5-1240p, 8gb, 512gb, intel iris xe, 13.4 fhd+ ips)",laptop dell xps 13 plus 9320,n/a,n/a,n/a,n/a,n/a,n/a,yes,n/a,n/a,n/a,n/a,n/a,n/a,1.2,windows,12,24490000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
laptopaz,"dell vostro 3420 (core i5-1135g7, 8gb, 512gb, 14"" fhd)",dell vostro 3420,intel core i5-1135g,uhd,8,ddr4,256,ssd,no,n/a,1920x1080,60,n/a,41,3,1.48,windows,12,12290000,n/a,n/a,n/a,1,0,1,1,1
laptopaz,"acer nitro 5 an515-58 (core i7 - 12650h, 16gb, 1tb, rtx 4050 6gb, 15.6"" fhd ips 144hz)",acer nitro 5 an515-58,intel core i7-12650h,geforce rtx 4050,16,ddr5,1024,ssd,no,15.6,1920x1080,144,n/a,57,4,2.4,windows 11 home,12,deal: 21690000,n/a,n/a,n/a,0,1,1,0,0
laptopaz,"dell gaming g15 5520 (core i5-12500h, 16gb, 512gb, rtx 3050 4gb, 15.6"" fhd 120hz)",dell gaming g15 5520,n/a,n/a,n/a,n/a,n/a,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12,18890000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
laptopaz,"dell gaming g15 5520 (core i7-12700h, 16gb, 512gb, rtx 3060, 15.6"" fhd 165hz)",dell gaming g15 5520,n/a,n/a,n/a,n/a,n/a,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20890000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
laptopaz,"lenovo legion 5 2024 16irx9 83dg004yvn (core i7-14650hx, 16gb, 512gb, rtx 4060 8gb, 16'' 2k+ 165hz)",lenovo legion 5 2024 16irx9 83dg004yvn,intel core i7-14650hx,geforce rtx 4060,16,ddr5,512,ssd,yes,16,"16""wqxga(2560×1600)ips500nitsanti-glare,100%srgb,165hz,displayhdr400,dolbyvision,g-sync,lowbluelight",165,500,80,"80whr, super rapid charge",2.3,windows,n/a,38590000,n/a,n/a,n/a,0,2,1,1,1
laptopaz,"lenovo loq 2024 15iax9 83gs001rvn (core i5-12450hx, 12gb, 512gb, rtx 3050 6gb, 15.6"" fhd 144hz)",lenovo loq 2024 15iax9 83gs001rvn,intel core i5-12450hx,geforce rtx 3050,12,ddr5,512,ssd,yes,15.6,1920x1080,144,300,60,4,2.4,windows,23,18990000,n/a,n/a,n/a,1,1,1,1,1
laptopaz,"asus creator laptop q530vj (core i7-13620h, 16gb, 512gb, rtx3050 6gb, 15.6'' fhd oled)",asus creator laptop q530vj,intel core i7-13620h,geforce rtx 3050,8,ddr5,512,ssd,yes,15.6,1920x1080,60,400,70,3,1.8,windows,n/a,21990000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
laptopaz,"dell inspiron 16 5640 2024 n6i7512w1 (core 7 150u, 16gb, 1tb, mx570a 2gb, 16'' 2k+)",dell inspiron 16 5640 2024 n6i7512w1,intel core 7-150u,geforce mx570a,16,ddr5,1024,ssd,yes,16,2560x1600,n/a,300,54,4,1.87,windows,n/a,31390000,n/a,n/a,n/a,0,1,1,0,1
laptopaz,"lenovo thinkbook 16p g5 2024 (core i7-14650hx, 16gb, 1tb, rtx 4060 8gb, 16"" 3k+ 165hz)",lenovo thinkbook 16p g5 2024,intel core i7-14650hx,geforce rtx 4060,16,ddr5,1024,ssd,yes,16,3200x2000,165,430,81,4,2.2,windows,n/a,37990000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
laptopaz,"lenovo thinkbook 16p 1xcd 2024 (core i7-14650hx, 16gb, 1tb, rtx 4060 8gb, 16"" 3k+ 165hz)",lenovo thinkbook 16p 1xcd 2024,intel core i7-14650hx,geforce rtx 4060,16,ddr5,1024,ssd,yes,16,3200x2000,165,430,81,4,2.2,windows,12,37990000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
laptopaz,"lenovo thinkbook 16p 00cd 2024 (core i9-14900hx, 32gb, 1tb, rtx 4060 8gb, 16"" 3k+ 165hz)",lenovo thinkbook 16p 00cd 2024,intel core i9-14900hx,geforce rtx 4060,32,ddr5,1024,ssd,yes,16,3200x2000,165,430,81,4,2.2,windows,12,45990000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
laptopaz,"gigabyte g5 mf-e3vn333sh (core i5-12500h, 8gb, 512gb, rtx 4060 8gb, 15.6"" fhd 144hz)",gigabyte g5 mf-e3vn333sh,intel core i5-12500h,geforce rtx 4060,8,ddr4,512,ssd,no,15.6,1920x1080,144,n/a,54,4,1.9,windows 11 home,n/a,25790000,n/a,n/a,n/a,1,0,1,1,1
laptopaz,"acer predator helios 16 2023 ph16-71-74uu (core i7-13700hx, 16gb, 1tb, rtx 4060 8gb, 16"" 2k+ 165hz)",acer predator helios 16 2023 ph16-71-74uu,intel core i7-13700hx,geforce rtx 4060,16,ddr5,1024,ssd,yes,n/a,2560x1600,165,500,90,4,2.6,n/a,12,31890000,n/a,n/a,n/a,0,1,1,1,1
laptopaz,"acer nitro 5 an515-58 (core i7-12700h, 16gb, 512gb, rtx 3060, 15.6"" 2k+ 165hz)",acer nitro 5 an515-58,intel core i7-12700h,geforce rtx 3060,16,ddr4,512,ssd,no,15.6,2560x1440,165,n/a,57,4,2.4,windows,n/a,20990000,n/a,n/a,n/a,0,2,1,0,0
laptopaz,"lenovo thinkpad x1 nano gen 1 (core i7-1180g7, 16gb, 512gb, intel iris xe, 13.3"" 2k touch)",lenovo thinkpad x1 nano gen 1,intel core i7-1180g,n/a,16,ddr4,512,ssd,no,13.3,2048x1152,n/a,n/a,48,48whrs,0.96,windows,n/a,21490000,n/a,n/a,n/a,0,1,0,0,1
laptopaz,"dell inspiron 7405 2-in-1 ryzen 5 - 4500u, 8gb, 256gb,  amd vega 6, 14'' fhd ips touch screen","dell inspiron 7405 2-in-1 ryzen 5 - 4500u, 8gb, 256gb, amd vega 6, 14'' fhd ips touch screen",amd ryzen 5 4500u,n/a,8,ddr4,256,ssd,yes,14,1920x1080,n/a,n/a,40,40 wh,1.54,windows,n/a,17990000,n/a,n/a,n/a,2,0,1,0,1
laptopaz,"dell inspiron 15 3515 (ryzen 5-3500u, 8gb, 256gb, amd radeon™ vega 8 graphics, 15.6'' fhd ips)",dell inspiron 15 3515,amd ryzen 5 3500u,n/a,8,ddr4,256,ssd,yes,15.6,1920x1080,n/a,n/a,42,3,1.69,windows,12,15790000,n/a,n/a,n/a,1,0,1,0,0
