laptop_specs_brand,laptop_specs_ram_amount,laptop_specs_ram_type,laptop_specs_storage_amount,laptop_specs_storage_type,laptop_specs_webcam_resolution,laptop_specs_screen_size,laptop_specs_screen_refresh_rate,laptop_specs_screen_brightness,laptop_specs_battery_capacity,laptop_specs_battery_cells,laptop_specs_weight,laptop_specs_default_os,laptop_specs_warranty,laptop_specs_price,laptop_specs_width,laptop_specs_depth,laptop_specs_height,laptop_specs_number_usb_a_ports,laptop_specs_number_usb_c_ports,laptop_specs_number_hdmi_ports,laptop_specs_number_ethernet_ports,laptop_specs_number_audio_jacks,cpu_specs_multithread_rating,cpu_specs_single_thread_rating,cpu_specs_integer_math,cpu_specs_floating_point_math,cpu_specs_find_prime_numbers,cpu_specs_random_string_sorting,cpu_specs_data_encryption,cpu_specs_data_compression,cpu_specs_physics,cpu_specs_extended_instructions,cpu_specs_single_thread,gpu_specs_avg_g3d_mark,gpu_specs_test_directx_9,gpu_specs_test_directx_10,gpu_specs_test_directx_11,gpu_specs_test_directx_12,gpu_specs_test_gpu_compute,category,screen_area,screen_ratio
2,8.0,0,256.0,2,1,14.0,60.0,250.0,42.0,3.0,1.46,6,24.0,10690000,32.69,21.45,1.99,2.0,2.0,1.0,1.0,0.0,12168,3516,38961,28164,45,14843,8070,134644,764,7806,3516,0.0,0.0,0.0,0.0,0.0,0.0,0,2073600,1.7777777777777777
1,36.0,-1,1024.0,2,1,16.2,120.0,350.0,48.0,4.0,1.55,2,12.0,75990000,31.26,22.12,1.55,0.0,0.0,1.0,0.0,1.0,25717,4490,58525,67754,253,38036,15675,313335,2182,14938,4490,0.0,0.0,0.0,0.0,0.0,0.0,1,5939136,1.539714867617108
2,8.0,0,512.0,2,1,14.0,60.0,250.0,42.0,3.0,1.49,6,24.0,9490000,32.69,21.45,1.99,2.0,2.0,1.0,1.0,1.0,10846,3297,36592,26189,34,13414,7301,121129,617,7105,3297,0.0,0.0,0.0,0.0,0.0,0.0,0,2073600,1.7777777777777777
1,48.0,-1,1024.0,-1,1,16.2,120.0,400.0,100.0,4.0,2.15,2,12.0,102490000,35.57,24.81,1.68,0.0,0.0,1.0,0.0,0.0,43270,4507,98349,100835,616,64480,26692,564581,6478,29021,4507,0.0,0.0,0.0,0.0,0.0,0.0,1,7720704,1.5470008952551477
2,16.0,0,512.0,2,1,14.0,90.0,400.0,63.0,3.0,1.4,6,24.0,22390000,31.71,22.25,1.89,2.0,1.0,1.0,0.0,0.0,28701,3842,100655,72169,108,36868,19788,339431,1809,20041,3842,0.0,0.0,0.0,0.0,0.0,0.0,1,5184000,1.6
1,18.0,-1,2048.0,-1,1,14.2,120.0,400.0,70.0,4.0,1.61,2,12.0,60990000,31.26,22.12,1.55,0.0,0.0,1.0,0.0,1.0,24759,4751,54849,61889,281,36337,15176,299018,2302,13915,4751,0.0,0.0,0.0,0.0,0.0,0.0,1,5939136,1.539714867617108
1,96.0,-1,512.0,-1,1,14.2,120.0,350.0,72.4,3.0,1.55,2,12.0,89990000,31.26,22.12,1.55,0.0,0.0,1.0,0.0,1.0,36559,4774,78626,111437,518,53210,21365,461605,4276,21631,4774,0.0,0.0,0.0,0.0,0.0,0.0,1,5939136,1.539714867617108
2,8.0,0,512.0,2,1,14.0,90.0,300.0,50.0,3.0,1.5,3,24.0,17990000,31.32,22.76,1.89,2.0,1.0,1.0,0.0,1.0,21074,3464,73157,53328,59,28524,15110,259447,1040,15329,3464,0.0,0.0,0.0,0.0,0.0,0.0,1,2304000,1.6
12,8.0,0,512.0,2,1,14.0,120.0,400.0,52.0,3.0,1.3,4,12.0,13990000,31.9,21.9,1.81,2.0,1.0,1.0,0.0,1.0,10090,2907,35756,20845,40,12797,5647,109483,608,7477,2907,3737.0,54.0,13.0,26.0,24.0,1882.0,0,2073600,1.7777777777777777
1,16.0,-1,1024.0,-1,1,14.2,120.0,500.0,72.4,4.0,1.55,2,12.0,44990000,31.26,22.12,1.55,0.0,0.0,1.0,0.0,0.0,24394,4589,60381,50137,264,35049,15265,284727,2581,13988,4589,0.0,0.0,0.0,0.0,0.0,0.0,1,5939136,1.539714867617108
1,24.0,-1,1024.0,-1,1,14.2,120.0,250.0,72.4,4.0,1.55,2,12.0,49990000,31.26,22.12,1.55,0.0,0.0,1.0,0.0,0.0,24394,4589,60381,50137,264,35049,15265,284727,2581,13988,4589,0.0,0.0,0.0,0.0,0.0,0.0,1,5939136,1.539714867617108
3,8.0,-1,256.0,2,1,15.6,60.0,250.0,53.0,3.0,1.91,6,12.0,17990000,35.56,23.88,1.78,2.0,1.0,1.0,0.0,0.0,9734,2676,32465,19609,35,12802,5617,105917,594,7612,2676,0.0,0.0,0.0,0.0,0.0,0.0,0,2073600,1.7777777777777777
2,16.0,1,1024.0,2,1,16.0,60.0,550.0,96.0,6.0,2.0,6,24.0,29990000,36.05,25.9,1.89,3.0,1.0,1.0,0.0,1.0,26121,3581,92015,66386,95,34092,17960,306814,1535,18222,3581,10143.0,120.0,60.0,77.0,49.0,4330.0,1,9216000,1.6
1,36.0,-1,1024.0,-1,1,14.2,120.0,250.0,72.4,4.0,1.62,2,12.0,79990000,31.26,22.12,1.55,0.0,0.0,1.0,0.0,0.0,38539,4614,83652,86257,547,56242,23307,498083,5687,26489,4614,0.0,0.0,0.0,0.0,0.0,0.0,1,5939136,1.539714867617108
1,48.0,-1,512.0,-1,1,16.2,120.0,350.0,100.0,3.0,2.14,2,12.0,74990000,35.57,24.81,1.68,0.0,0.0,1.0,0.0,0.0,38431,4584,84863,86546,536,56134,23298,493770,5253,25942,4584,0.0,0.0,0.0,0.0,0.0,0.0,1,7720704,1.5470008952551477
1,36.0,-1,1024.0,-1,1,16.2,120.0,300.0,100.0,4.0,2.15,2,12.0,89990000,35.57,24.81,1.68,0.0,0.0,1.0,0.0,0.0,38539,4614,83652,86257,547,56242,23307,498083,5687,26489,4614,0.0,0.0,0.0,0.0,0.0,0.0,1,7720704,1.5470008952551477
0,8.0,0,512.0,2,1,15.6,120.0,350.0,57.5,4.0,2.2,4,12.0,26230000,36.34,25.5,2.39,3.0,1.0,1.0,0.0,0.0,20417,3073,72622,43158,87,28857,12547,245134,949,16489,3073,9458.0,118.0,55.0,73.0,45.0,3865.0,1,2073600,1.7777777777777777
1,24.0,-1,1024.0,-1,1,14.2,120.0,300.0,72.4,3.0,1.6,2,12.0,59990000,31.26,22.12,1.55,0.0,0.0,1.0,0.0,0.0,33110,4663,71514,71722,459,46853,19776,414515,4837,22605,4663,0.0,0.0,0.0,0.0,0.0,0.0,1,5939136,1.539714867617108
2,16.0,1,512.0,2,1,14.0,90.0,600.0,75.0,4.0,1.39,6,24.0,23690000,31.36,22.06,1.69,1.0,2.0,1.0,0.0,1.0,17074,3268,64150,44586,49,22239,11794,197970,957,11468,3268,0.0,0.0,0.0,0.0,0.0,0.0,1,5184000,1.6
8,32.0,1,512.0,2,1,16.0,120.0,400.0,57.0,3.0,1.82,6,24.0,26690000,35.6,25.1,1.69,2.0,2.0,1.0,0.0,0.0,25114,3523,88381,64685,114,31400,16655,279971,1775,16443,3523,0.0,0.0,0.0,0.0,0.0,0.0,1,2621440,1.6
8,16.0,1,512.0,2,1,16.0,120.0,400.0,57.0,4.0,1.82,6,24.0,22690000,35.6,25.1,1.69,2.0,2.0,1.0,0.0,0.0,22301,3501,72517,53887,90,29005,15271,253186,1541,14647,3501,0.0,0.0,0.0,0.0,0.0,0.0,1,2621440,1.6
0,16.0,1,512.0,2,1,16.0,165.0,300.0,57.0,4.0,2.5,6,12.0,32990000,36.18,27.84,2.55,2.0,1.0,1.0,1.0,0.0,28820,3770,99823,60655,87,40633,20762,351350,1350,26137,3770,17662.0,218.0,110.0,159.0,73.0,6828.0,1,2304000,1.6
2,16.0,1,1024.0,2,1,14.0,144.0,400.0,63.0,3.0,1.27,6,24.0,29490000,31.2,22.32,1.64,2.0,2.0,1.0,0.0,1.0,19050,3965,40886,55930,182,22377,13589,178662,1559,15973,3965,0.0,0.0,0.0,0.0,0.0,0.0,0,4096000,1.6
1,24.0,-1,512.0,-1,1,16.2,120.0,400.0,100.0,3.0,2.14,2,12.0,64990000,35.57,24.81,1.68,0.0,0.0,1.0,0.0,0.0,38431,4584,84863,86546,536,56134,23298,493770,5253,25942,4584,0.0,0.0,0.0,0.0,0.0,0.0,1,7720704,1.5470008952551477
8,16.0,1,512.0,2,1,16.0,165.0,300.0,80.0,3.0,2.4,6,36.0,39990000,35.97,26.03,2.52,2.0,2.0,1.0,1.0,0.0,27094,3640,95371,68230,106,34298,18517,316731,1768,18821,3640,17662.0,218.0,110.0,159.0,73.0,6828.0,1,4096000,1.6
2,8.0,0,512.0,2,1,15.6,60.0,250.0,42.0,3.0,1.69,6,24.0,10990000,36.16,23.3,1.99,1.0,2.0,1.0,1.0,0.0,12168,3516,38961,28164,45,14843,8070,134644,764,7806,3516,0.0,0.0,0.0,0.0,0.0,0.0,0,2073600,1.7777777777777777
1,18.0,-1,512.0,-1,1,14.2,120.0,250.0,50.0,3.0,1.55,2,12.0,46990000,31.26,22.12,1.55,0.0,0.0,1.0,0.0,1.0,25717,4490,58525,67754,253,38036,15675,313335,2182,14938,4490,0.0,0.0,0.0,0.0,0.0,0.0,1,5939136,1.539714867617108
2,8.0,0,512.0,2,1,14.0,60.0,300.0,35.0,4.0,1.17,4,24.0,24690000,31.9,20.8,1.39,1.0,2.0,1.0,0.0,0.0,9734,2676,32465,19609,35,12802,5617,105917,594,7612,2676,0.0,0.0,0.0,0.0,0.0,0.0,1,2073600,1.7777777777777777
1,16.0,-1,512.0,-1,1,13.6,120.0,500.0,52.6,3.0,1.24,2,12.0,29990000,30.41,21.5,1.13,0.0,2.0,0.0,0.0,0.0,15575,3903,37028,37879,175,23891,9549,187336,1683,7345,3903,0.0,0.0,0.0,0.0,0.0,0.0,1,4259840,1.5384615384615385
1,24.0,-1,24.0,2,1,14.2,120.0,500.0,48.0,4.0,1.61,2,12.0,59990000,31.26,22.12,1.42,0.0,0.0,0.0,0.0,0.0,38431,4584,84863,86546,536,56134,23298,493770,5253,25942,4584,0.0,0.0,0.0,0.0,0.0,0.0,1,5939136,1.539714867617108
0,16.0,1,512.0,2,1,16.0,165.0,300.0,57.0,4.0,2.5,6,12.0,27490000,36.18,27.84,2.55,2.0,1.0,1.0,1.0,0.0,28820,3770,99823,60655,87,40633,20762,351350,1350,26137,3770,9458.0,118.0,55.0,73.0,45.0,3865.0,1,2304000,1.6
0,32.0,1,1024.0,2,1,14.0,90.0,500.0,65.0,3.0,1.26,6,12.0,39990000,31.24,22.12,1.59,2.0,2.0,1.0,0.0,0.0,19773,3992,44536,60763,198,22380,13983,187115,1622,15602,3992,0.0,0.0,0.0,0.0,0.0,0.0,1,5184000,1.6
1,64.0,-1,1024.0,2,1,16.0,144.0,350.0,48.0,4.0,2.1,2,12.0,105990000,35.57,24.81,1.68,0.0,1.0,1.0,0.0,1.0,26658,4143,57967,73736,361,41246,15753,337058,3828,13756,4143,0.0,0.0,0.0,0.0,0.0,0.0,1,7720704,1.5470008952551477
1,16.0,-1,1024.0,-1,1,15.3,60.0,250.0,66.5,3.0,1.51,2,12.0,47990000,34.04,23.76,1.15,0.0,0.0,0.0,0.0,0.0,19219,4752,42024,48660,236,27669,11548,229079,1878,10038,4752,0.0,0.0,0.0,0.0,0.0,0.0,1,5368320,1.5450643776824033
1,128.0,-1,8192.0,-1,1,16.2,120.0,300.0,72.4,3.0,2.16,2,12.0,182490000,35.57,24.81,1.68,0.0,0.0,1.0,0.0,1.0,41013,4785,91393,131765,575,61778,24822,531567,4275,23436,4785,0.0,0.0,0.0,0.0,0.0,0.0,1,5939136,1.539714867617108
0,16.0,1,512.0,2,1,16.0,165.0,300.0,57.0,4.0,2.5,6,12.0,29990000,36.18,27.84,2.55,2.0,1.0,1.0,1.0,0.0,28820,3770,99823,60655,87,40633,20762,351350,1350,26137,3770,14428.0,186.0,81.0,131.0,61.0,5939.0,1,2304000,1.6
1,16.0,-1,512.0,-1,1,14.2,120.0,250.0,72.4,3.0,1.55,2,12.0,39990000,31.26,22.12,1.55,0.0,0.0,1.0,0.0,0.0,24394,4589,60381,50137,264,35049,15265,284727,2581,13988,4589,0.0,0.0,0.0,0.0,0.0,0.0,1,5939136,1.539714867617108
12,32.0,1,1024.0,2,1,13.3,120.0,500.0,75.0,4.0,0.99,6,24.0,32990000,29.9,21.0,1.69,1.0,2.0,1.0,0.0,1.0,25114,3523,88381,64685,114,31400,16655,279971,1775,16443,3523,0.0,0.0,0.0,0.0,0.0,0.0,1,5184000,1.6
0,16.0,1,512.0,2,1,16.0,165.0,300.0,57.0,4.0,2.5,6,12.0,25990000,36.18,27.84,2.55,2.0,1.0,1.0,1.0,0.0,22841,3711,74667,45909,74,31736,15799,270837,1069,20375,3711,9458.0,118.0,55.0,73.0,45.0,3865.0,1,2304000,1.6
0,16.0,1,1024.0,2,1,14.0,90.0,500.0,65.0,3.0,1.26,6,12.0,34990000,31.24,22.12,1.59,2.0,2.0,1.0,0.0,0.0,19050,3965,40886,55930,182,22377,13589,178662,1559,15973,3965,0.0,0.0,0.0,0.0,0.0,0.0,1,5184000,1.6
1,36.0,-1,1024.0,-1,1,14.2,120.0,500.0,72.4,4.0,1.55,2,12.0,64990000,31.26,22.12,1.55,0.0,0.0,1.0,0.0,1.0,24759,4751,54849,61889,281,36337,15176,299018,2302,13915,4751,0.0,0.0,0.0,0.0,0.0,0.0,1,5939136,1.539714867617108
3,16.0,0,512.0,2,1,15.6,120.0,250.0,54.0,4.0,1.66,6,12.0,21490000,35.85,23.56,1.9,1.0,1.0,1.0,0.0,0.0,14828,3504,54333,36303,56,18079,10171,160029,935,8891,3504,0.0,0.0,0.0,0.0,0.0,0.0,1,2073600,1.7777777777777777
8,32.0,1,1024.0,2,1,14.5,120.0,400.0,73.0,3.0,1.59,6,24.0,43490000,32.55,22.65,1.66,1.0,2.0,1.0,0.0,1.0,25114,3523,88381,64685,114,31400,16655,279971,1775,16443,3523,14428.0,186.0,81.0,131.0,61.0,5939.0,1,5184000,1.6
2,16.0,1,512.0,2,1,16.0,240.0,500.0,90.0,4.0,2.5,6,24.0,43990000,35.4,26.4,3.04,2.0,2.0,1.0,0.0,1.0,31424,3815,105161,77290,103,41975,22302,396717,1754,23899,3815,19567.0,222.0,118.0,178.0,85.0,8362.0,1,4096000,1.6
8,32.0,1,1024.0,2,1,15.3,120.0,500.0,70.0,3.0,1.53,6,24.0,40990000,34.38,23.54,1.39,1.0,2.0,1.0,0.0,1.0,19773,3992,44536,60763,198,22380,13983,187115,1622,15602,3992,0.0,0.0,0.0,0.0,0.0,0.0,1,5184000,1.6
2,64.0,1,2048.0,2,1,16.0,240.0,1100.0,90.0,4.0,2.65,6,24.0,105990000,35.4,26.4,3.04,2.0,2.0,1.0,0.0,1.0,45650,4300,163612,116486,201,62740,34092,564409,2769,32655,4300,25099.0,286.0,161.0,248.0,96.0,11446.0,1,4096000,1.6
0,16.0,1,512.0,2,1,15.6,180.0,500.0,50.0,4.0,1.7,6,12.0,15990000,36.29,23.75,1.8,2.0,1.0,1.0,1.0,1.0,14730,3414,53033,36302,52,18312,10329,164232,861,9177,3414,0.0,0.0,0.0,0.0,0.0,0.0,0,2073600,1.7777777777777777
0,16.0,0,512.0,2,1,15.6,60.0,300.0,60.0,4.0,2.1,6,12.0,19590000,36.23,23.74,1.99,0.0,1.0,1.0,1.0,0.0,22516,3583,75219,56246,94,27112,14422,256836,1470,15885,3583,0.0,0.0,0.0,0.0,0.0,0.0,1,2073600,1.7777777777777777
8,16.0,1,512.0,2,1,14.0,60.0,250.0,71.0,3.0,1.49,6,24.0,29990000,31.77,22.21,1.66,1.0,2.0,1.0,0.0,1.0,25114,3523,88381,64685,114,31400,16655,279971,1775,16443,3523,0.0,0.0,0.0,0.0,0.0,0.0,1,2304000,1.6
1,64.0,-1,1024.0,2,1,14.2,144.0,500.0,70.0,4.0,1.6,2,12.0,88990000,31.26,22.12,1.55,0.0,1.0,1.0,0.0,1.0,26658,4143,57967,73736,361,41246,15753,337058,3828,13756,4143,0.0,0.0,0.0,0.0,0.0,0.0,1,5939136,1.539714867617108
5,8.0,0,8.0,2,1,14.0,60.0,300.0,50.0,3.0,1.36,6,12.0,10490000,32.4,22.5,1.4,2.0,1.0,1.0,0.0,0.0,10846,3297,36592,26189,34,13414,7301,121129,617,7105,3297,0.0,0.0,0.0,0.0,0.0,0.0,0,2073600,1.7777777777777777
3,16.0,1,16.0,2,1,15.6,144.0,400.0,50.0,4.0,1.81,6,12.0,16490000,35.9,23.97,1.81,3.0,1.0,1.0,1.0,0.0,13388,3218,50412,33950,37,17469,9643,150997,735,8360,3218,0.0,0.0,0.0,0.0,0.0,0.0,0,2073600,1.7777777777777777
0,16.0,0,16.0,2,1,15.6,90.0,250.0,35.0,4.0,2.5,6,12.0,22990000,36.04,27.11,2.59,3.0,1.0,1.0,1.0,0.0,26121,3581,92015,66386,95,34092,17960,306814,1535,18222,3581,10143.0,120.0,60.0,77.0,49.0,4330.0,1,2073600,1.7777777777777777
5,16.0,1,16.0,2,1,16.1,144.0,300.0,70.0,3.0,2.33,6,12.0,20490000,36.9,25.94,1.61,3.0,1.0,1.0,1.0,1.0,23006,3632,73805,45544,78,30126,15925,272254,1175,20780,3632,9458.0,118.0,55.0,73.0,45.0,3865.0,1,2073600,1.7777777777777777
0,16.0,1,16.0,2,1,16.0,60.0,300.0,76.0,3.0,1.7,6,12.0,13490000,35.76,24.7,1.89,3.0,1.0,1.0,0.0,0.0,13388,3218,50412,33950,37,17469,9643,150997,735,8360,3218,0.0,0.0,0.0,0.0,0.0,0.0,0,2304000,1.6
3,16.0,0,16.0,2,1,15.6,120.0,250.0,50.0,3.0,1.9,6,12.0,16490000,35.85,23.56,1.9,2.0,2.0,1.0,1.0,1.0,13388,3218,50412,33950,37,17469,9643,150997,735,8360,3218,0.0,0.0,0.0,0.0,0.0,0.0,0,2073600,1.7777777777777777
5,16.0,0,16.0,2,1,15.6,180.0,250.0,41.0,3.0,1.59,6,12.0,16090000,35.98,23.6,1.56,0.0,0.0,0.0,0.0,0.0,13218,3259,49703,34654,38,16545,9268,149807,694,8572,3259,0.0,0.0,0.0,0.0,0.0,0.0,0,2073600,1.7777777777777777
2,16.0,0,16.0,2,1,14.0,120.0,600.0,50.0,3.0,1.6,3,24.0,16290000,31.71,22.2,1.4,2.0,1.0,1.0,0.0,0.0,21074,3464,73157,53328,59,28524,15110,259447,1040,15329,3464,0.0,0.0,0.0,0.0,0.0,0.0,0,5184000,1.6
12,16.0,0,16.0,2,1,15.6,144.0,300.0,52.4,4.0,1.86,6,24.0,16990000,35.9,25.4,2.17,3.0,1.0,1.0,1.0,0.0,18351,3454,60332,44607,54,22863,12242,223438,1061,13756,3454,7671.0,105.0,39.0,48.0,41.0,3467.0,1,2073600,1.7777777777777777
5,16.0,0,16.0,2,1,15.6,180.0,400.0,45.0,3.0,1.68,6,12.0,17490000,36.02,23.4,1.56,3.0,0.0,1.0,0.0,0.0,14730,3414,53033,36302,52,18312,10329,164232,861,9177,3414,0.0,0.0,0.0,0.0,0.0,0.0,0,2073600,1.7777777777777777
1,8.0,0,8.0,2,1,13.6,60.0,500.0,60.0,3.0,1.24,2,12.0,23290000,30.41,21.5,1.36,0.0,0.0,0.0,0.0,0.0,15575,3903,37028,37879,175,23891,9549,187336,1683,7345,3903,0.0,0.0,0.0,0.0,0.0,0.0,1,4208640,1.5571776155717763
8,12.0,1,12.0,2,1,15.6,120.0,300.0,60.0,4.0,2.38,6,24.0,20990000,35.99,25.87,2.39,3.0,1.0,1.0,1.0,0.0,18668,3397,57737,43531,58,23245,12258,222404,1183,13985,3397,9458.0,118.0,55.0,73.0,45.0,3865.0,1,2073600,1.7777777777777777
2,16.0,1,16.0,2,1,15.6,90.0,500.0,90.0,3.0,2.2,6,24.0,24790000,35.97,23.25,1.56,2.0,2.0,0.0,1.0,0.0,23962,3225,87461,49983,56,32387,19230,318531,1010,22303,3225,14428.0,186.0,81.0,131.0,61.0,5939.0,1,2073600,1.7777777777777777
0,16.0,1,16.0,2,1,15.6,144.0,250.0,45.0,4.0,2.5,6,12.0,19990000,36.04,27.11,2.59,3.0,1.0,1.0,1.0,0.0,16999,3379,56563,42183,47,21668,11418,205799,920,12638,3379,14428.0,186.0,81.0,131.0,61.0,5939.0,1,2304000,1.6
0,16.0,0,16.0,2,1,15.6,120.0,250.0,45.0,3.0,2.1,6,12.0,17790000,36.23,23.74,1.99,3.0,1.0,1.0,1.0,0.0,22516,3583,75219,56246,94,27112,14422,256836,1470,15885,3583,7671.0,105.0,39.0,48.0,41.0,3467.0,1,2073600,1.7777777777777777
12,16.0,1,16.0,2,1,15.6,120.0,400.0,53.5,3.0,2.3,6,24.0,21990000,35.9,25.9,2.49,2.0,1.0,1.0,1.0,0.0,22701,3536,76906,55639,77,29549,15984,273500,1339,15980,3536,9458.0,118.0,55.0,73.0,45.0,3865.0,1,2073600,1.7777777777777777
8,16.0,1,16.0,2,1,14.0,60.0,300.0,47.0,3.0,1.37,6,24.0,13890000,32.43,21.38,1.79,2.0,0.0,1.0,0.0,0.0,16999,3379,56563,42183,47,21668,11418,205799,920,12638,3379,0.0,0.0,0.0,0.0,0.0,0.0,1,2073600,1.7777777777777777
2,16.0,1,16.0,2,1,15.6,144.0,250.0,48.0,4.0,2.3,3,24.0,17990000,35.9,25.6,1.56,3.0,1.0,0.0,1.0,0.0,23962,3225,87461,49983,56,32387,19230,318531,1010,22303,3225,7671.0,105.0,39.0,48.0,41.0,3467.0,1,2073600,1.7777777777777777
5,16.0,1,16.0,2,1,14.0,60.0,250.0,45.0,3.0,1.4,6,12.0,12890000,32.37,21.5,1.4,2.0,0.0,1.0,0.0,0.0,9188,2464,31393,15027,20,14472,6566,137872,445,6263,2464,0.0,0.0,0.0,0.0,0.0,0.0,0,2073600,1.7777777777777777
3,16.0,0,16.0,2,1,15.6,60.0,250.0,60.0,3.0,1.66,6,12.0,17990000,35.85,23.56,1.9,1.0,2.0,1.0,1.0,1.0,13218,3259,49703,34654,38,16545,9268,149807,694,8572,3259,0.0,0.0,0.0,0.0,0.0,0.0,0,2073600,1.7777777777777777
12,16.0,1,16.0,2,1,15.6,60.0,250.0,52.4,3.0,1.86,6,24.0,17990000,35.9,25.4,2.17,3.0,1.0,1.0,1.0,0.0,18408,3170,63980,36382,50,23123,14141,229245,870,15997,3170,9458.0,118.0,55.0,73.0,45.0,3865.0,1,2073600,1.7777777777777777
2,16.0,1,16.0,2,1,14.0,60.0,250.0,42.0,4.0,1.3,6,24.0,12390000,32.45,21.39,1.4,1.0,0.0,1.0,0.0,0.0,9188,2464,31393,15027,20,14472,6566,137872,445,6263,2464,0.0,0.0,0.0,0.0,0.0,0.0,0,2073600,1.7777777777777777
0,16.0,0,16.0,2,1,15.6,144.0,250.0,35.0,3.0,1.7,6,12.0,11990000,36.29,24.13,1.99,3.0,1.0,0.0,1.0,0.0,15839,2586,61027,33687,29,23897,12794,221868,629,13670,2586,0.0,0.0,0.0,0.0,0.0,0.0,0,2073600,1.7777777777777777
2,16.0,0,16.0,2,1,15.6,180.0,250.0,42.0,4.0,1.7,6,24.0,15990000,35.97,23.25,1.56,2.0,1.0,1.0,0.0,0.0,13562,3255,49997,33433,42,17212,9460,149711,822,8350,3255,0.0,0.0,0.0,0.0,0.0,0.0,0,2073600,1.7777777777777777
12,16.0,1,16.0,2,1,15.6,144.0,300.0,52.4,4.0,1.86,6,24.0,16490000,35.9,25.4,2.17,3.0,1.0,1.0,1.0,0.0,18408,3170,63980,36382,50,23123,14141,229245,870,15997,3170,7671.0,105.0,39.0,48.0,41.0,3467.0,1,2073600,1.7777777777777777
12,16.0,0,16.0,2,1,15.6,90.0,250.0,52.4,3.0,1.86,6,24.0,19990000,35.9,25.4,2.17,3.0,1.0,1.0,1.0,0.0,24850,3689,84451,62278,100,29800,16091,290251,1678,18001,3689,9458.0,118.0,55.0,73.0,45.0,3865.0,1,2304000,1.6
5,8.0,0,8.0,2,1,15.6,180.0,500.0,41.0,4.0,1.69,6,12.0,9490000,35.85,24.2,1.56,2.0,1.0,1.0,0.0,0.0,10846,3297,36592,26189,34,13414,7301,121129,617,7105,3297,0.0,0.0,0.0,0.0,0.0,0.0,0,2073600,1.7777777777777777
0,8.0,0,8.0,2,1,15.6,144.0,250.0,55.0,4.0,2.5,6,12.0,17990000,36.04,27.11,2.59,3.0,0.0,1.0,0.0,0.0,21074,3464,73157,53328,59,28524,15110,259447,1040,15329,3464,9458.0,118.0,55.0,73.0,45.0,3865.0,1,2073600,1.7777777777777777
0,16.0,1,16.0,2,1,16.0,60.0,400.0,55.0,4.0,2.7,6,12.0,22490000,36.01,27.99,2.79,3.0,2.0,1.0,1.0,0.0,23006,3632,73805,45544,78,30126,15925,272254,1175,20780,3632,14428.0,186.0,81.0,131.0,61.0,5939.0,1,2304000,1.6
3,16.0,1,16.0,2,1,14.0,144.0,250.0,55.0,3.0,1.54,6,12.0,19990000,31.4,22.62,1.4,2.0,1.0,1.0,0.0,1.0,13218,3259,49703,34654,38,16545,9268,149807,694,8572,3259,0.0,0.0,0.0,0.0,0.0,0.0,1,2304000,1.6
2,8.0,0,8.0,2,1,14.0,60.0,350.0,42.0,3.0,1.4,6,24.0,9690000,32.49,21.39,1.4,2.0,1.0,1.0,0.0,0.0,10846,3297,36592,26189,34,13414,7301,121129,617,7105,3297,0.0,0.0,0.0,0.0,0.0,0.0,0,2073600,1.7777777777777777
2,16.0,0,16.0,2,1,16.0,144.0,300.0,50.0,3.0,1.8,6,24.0,17390000,35.86,24.91,1.6,2.0,1.0,1.0,0.0,0.0,21074,3464,73157,53328,59,28524,15110,259447,1040,15329,3464,7671.0,105.0,39.0,48.0,41.0,3467.0,1,2304000,1.6
5,8.0,1,8.0,2,1,14.0,60.0,250.0,55.0,3.0,1.4,6,12.0,11690000,32.37,21.5,1.4,2.0,0.0,1.0,0.0,0.0,9188,2464,31393,15027,20,14472,6566,137872,445,6263,2464,0.0,0.0,0.0,0.0,0.0,0.0,0,2073600,1.7777777777777777
3,16.0,0,16.0,2,1,15.6,144.0,250.0,40.0,4.0,1.9,6,12.0,16490000,35.85,23.49,1.56,2.0,0.0,1.0,0.0,1.0,13388,3218,50412,33950,37,17469,9643,150997,735,8360,3218,0.0,0.0,0.0,0.0,0.0,0.0,0,2304000,1.6
3,16.0,0,16.0,2,1,15.6,60.0,300.0,60.0,4.0,1.66,6,12.0,16490000,35.85,23.56,1.9,2.0,0.0,1.0,0.0,0.0,13388,3218,50412,33950,37,17469,9643,150997,735,8360,3218,0.0,0.0,0.0,0.0,0.0,0.0,0,2304000,1.6
12,8.0,0,8.0,2,1,14.0,60.0,400.0,39.3,3.0,1.4,6,24.0,10490000,31.99,22.3,1.94,1.0,0.0,1.0,0.0,0.0,18610,3064,74843,39275,47,24239,14864,230713,793,14907,3064,0.0,0.0,0.0,0.0,0.0,0.0,1,2073600,1.7777777777777777
0,16.0,0,16.0,2,1,15.6,144.0,300.0,60.0,4.0,2.1,6,12.0,18490000,36.23,23.74,1.56,4.0,0.0,1.0,0.0,0.0,16999,3379,56563,42183,47,21668,11418,205799,920,12638,3379,9458.0,118.0,55.0,73.0,45.0,3865.0,1,2073600,1.7777777777777777
0,16.0,0,16.0,2,1,15.6,90.0,250.0,45.0,4.0,2.87,6,12.0,14690000,50.5,31.6,1.56,2.0,1.0,1.0,0.0,0.0,18351,3454,60332,44607,54,22863,12242,223438,1061,13756,3454,0.0,0.0,0.0,0.0,0.0,0.0,0,2073600,1.7777777777777777
