laptop_specs_brand,laptop_specs_ram_amount,laptop_specs_ram_type,laptop_specs_storage_amount,laptop_specs_storage_type,laptop_specs_webcam_resolution,laptop_specs_screen_size,laptop_specs_screen_refresh_rate,laptop_specs_screen_brightness,laptop_specs_battery_capacity,laptop_specs_battery_cells,laptop_specs_weight,laptop_specs_default_os,laptop_specs_warranty,laptop_specs_price,laptop_specs_width,laptop_specs_depth,laptop_specs_height,laptop_specs_number_usb_a_ports,laptop_specs_number_usb_c_ports,laptop_specs_number_hdmi_ports,laptop_specs_number_ethernet_ports,laptop_specs_number_audio_jacks,cpu_specs_multithread_rating,cpu_specs_single_thread_rating,cpu_specs_integer_math,cpu_specs_floating_point_math,cpu_specs_find_prime_numbers,cpu_specs_random_string_sorting,cpu_specs_data_encryption,cpu_specs_data_compression,cpu_specs_physics,cpu_specs_extended_instructions,cpu_specs_single_thread,gpu_specs_avg_g3d_mark,gpu_specs_test_directx_9,gpu_specs_test_directx_10,gpu_specs_test_directx_11,gpu_specs_test_directx_12,gpu_specs_test_gpu_compute,category,screen_area,screen_ratio
5,16.0,0,512.0,2,1,13.3,90.0,300.0,38.0,2.0,1.0,7,36.0,49990000,30.43,19.75,1.61,0.0,1.0,1.0,0.0,0.0,10166,2800,33953,20185,47,12900,5697,105805,731,7498,2800,0.0,0.0,0.0,0.0,0.0,0.0,1,2073600,1.7777777777777777
3,8.0,0,512.0,2,1,14.0,180.0,350.0,42.0,3.0,1.7,4,12.0,17390000,32.87,23.95,1.99,2.0,0.0,1.0,0.0,0.0,6939,1945,25107,12634,15,11216,6122,95863,370,3599,1945,0.0,0.0,0.0,0.0,0.0,0.0,1,2073600,1.7777777777777777
5,4.0,0,512.0,2,1,14.0,180.0,250.0,50.0,3.0,1.5,6,12.0,17890000,32.4,22.5,1.79,0.0,1.0,1.0,0.0,0.0,13017,2440,46007,26453,26,19315,10621,177148,537,10969,2440,0.0,0.0,0.0,0.0,0.0,0.0,1,1049088,1.7786458333333333
0,8.0,1,512.0,2,1,15.6,165.0,300.0,90.0,4.0,2.4,6,12.0,48490000,35.94,27.64,2.56,0.0,1.0,1.0,0.0,0.0,26121,3581,92015,66386,95,34092,17960,306814,1535,18222,3581,13354.0,146.0,92.0,111.0,59.0,5839.0,1,3686400,1.7777777777777777
5,8.0,0,512.0,2,1,13.3,60.0,400.0,43.0,3.0,0.9,6,36.0,23590000,29.7,20.9,1.69,0.0,1.0,1.0,0.0,0.0,18393,3030,74502,39074,48,23481,14420,224911,772,14631,3030,0.0,0.0,0.0,0.0,0.0,0.0,1,2073600,1.7777777777777777
5,8.0,0,512.0,2,1,15.6,120.0,350.0,45.0,3.0,1.8,6,12.0,20990000,35.94,23.39,1.99,0.0,0.0,1.0,0.0,0.0,9734,2676,32465,19609,35,12802,5617,105917,594,7612,2676,0.0,0.0,0.0,0.0,0.0,0.0,1,2073600,1.7777777777777777
5,4.0,0,512.0,2,1,14.0,90.0,250.0,43.0,3.0,1.4,6,12.0,18990000,32.5,21.66,1.7,0.0,1.0,1.0,0.0,0.0,10090,2907,35756,20845,40,12797,5647,109483,608,7477,2907,0.0,0.0,0.0,0.0,0.0,0.0,1,2073600,1.7777777777777777
5,8.0,0,256.0,2,1,13.3,120.0,500.0,51.0,3.0,1.35,6,12.0,24990000,30.65,19.46,1.64,0.0,1.0,0.0,0.0,0.0,9734,2676,32465,19609,35,12802,5617,105917,594,7612,2676,0.0,0.0,0.0,0.0,0.0,0.0,1,2073600,1.7777777777777777
5,8.0,0,256.0,2,1,13.3,120.0,500.0,40.0,3.0,1.35,6,12.0,30290000,30.65,19.46,1.64,0.0,1.0,0.0,0.0,0.0,18393,3030,74502,39074,48,23481,14420,224911,772,14631,3030,0.0,0.0,0.0,0.0,0.0,0.0,1,2073600,1.7777777777777777
5,16.0,0,512.0,2,1,14.0,180.0,300.0,53.0,3.0,1.5,5,36.0,36175000,35.21,21.13,22.38,0.0,2.0,1.0,0.0,0.0,10166,2800,33953,20185,47,12900,5697,105805,731,7498,2800,0.0,0.0,0.0,0.0,0.0,0.0,1,2073600,1.7777777777777777
0,8.0,0,512.0,2,1,15.6,144.0,350.0,48.0,4.0,2.1,6,12.0,20490000,36.34,25.45,2.29,0.0,1.0,1.0,0.0,0.0,13017,2440,46007,26453,26,19315,10621,177148,537,10969,2440,6969.0,116.0,36.0,50.0,27.0,2750.0,1,2073600,1.7777777777777777
0,16.0,0,512.0,2,1,14.0,120.0,300.0,56.0,3.0,1.2,6,12.0,17090000,32.28,21.22,1.59,0.0,1.0,1.0,0.0,0.0,9734,2676,32465,19609,35,12802,5617,105917,594,7612,2676,0.0,0.0,0.0,0.0,0.0,0.0,1,2073600,1.7777777777777777
0,8.0,0,512.0,2,1,15.6,144.0,250.0,57.0,4.0,2.2,3,12.0,25990000,36.34,25.5,2.39,0.0,1.0,1.0,0.0,0.0,15611,2998,53960,32477,48,22710,9568,195710,680,13350,2998,9458.0,118.0,55.0,73.0,45.0,3865.0,1,2073600,1.7777777777777777
1,16.0,-1,256.0,2,1,15.3,144.0,300.0,70.0,4.0,1.5,2,12.0,36490000,34.04,23.76,1.5,0.0,2.0,0.0,0.0,0.0,19219,4752,42024,48660,236,27669,11548,229079,1878,10038,4752,0.0,0.0,0.0,0.0,0.0,0.0,1,5368320,1.5450643776824033
1,8.0,-1,256.0,2,1,15.3,120.0,250.0,53.0,3.0,1.5,2,12.0,27390000,34.04,23.76,1.15,0.0,2.0,0.0,0.0,0.0,15575,3903,37028,37879,175,23891,9549,187336,1683,7345,3903,0.0,0.0,0.0,0.0,0.0,0.0,1,5368320,1.5450643776824033
1,8.0,-1,512.0,2,1,15.3,144.0,250.0,53.0,3.0,1.5,2,12.0,29790000,34.04,23.76,1.5,0.0,2.0,0.0,0.0,0.0,15575,3903,37028,37879,175,23891,9549,187336,1683,7345,3903,0.0,0.0,0.0,0.0,0.0,0.0,1,5368320,1.5450643776824033
1,16.0,-1,256.0,2,1,15.3,90.0,250.0,53.0,4.0,1.5,2,12.0,33890000,34.04,23.76,1.5,0.0,2.0,0.0,0.0,0.0,15575,3903,37028,37879,175,23891,9549,187336,1683,7345,3903,0.0,0.0,0.0,0.0,0.0,0.0,1,5368320,1.5450643776824033
1,16.0,-1,512.0,2,1,15.3,90.0,500.0,70.0,4.0,1.5,2,12.0,38890000,34.04,23.76,1.5,0.0,2.0,0.0,0.0,0.0,15575,3903,37028,37879,175,23891,9549,187336,1683,7345,3903,0.0,0.0,0.0,0.0,0.0,0.0,1,5368320,1.5450643776824033
1,16.0,-1,256.0,2,1,13.3,180.0,400.0,58.0,3.0,1.4,2,12.0,39050000,30.41,21.24,1.56,0.0,2.0,0.0,0.0,0.0,15575,3903,37028,37879,175,23891,9549,187336,1683,7345,3903,0.0,0.0,0.0,0.0,0.0,0.0,1,4096000,1.6
1,16.0,-1,512.0,2,1,13.3,60.0,400.0,58.0,3.0,1.4,2,12.0,44462000,30.41,21.24,1.56,0.0,2.0,0.0,0.0,0.0,15575,3903,37028,37879,175,23891,9549,187336,1683,7345,3903,0.0,0.0,0.0,0.0,0.0,0.0,1,4096000,1.6
1,16.0,-1,1024.0,2,1,14.2,90.0,400.0,35.0,3.0,1.5,2,12.0,48890000,31.26,22.12,1.55,0.0,2.0,0.0,0.0,0.0,19219,4752,42024,48660,236,27669,11548,229079,1878,10038,4752,0.0,0.0,0.0,0.0,0.0,0.0,1,5939136,1.539714867617108
1,16.0,-1,256.0,2,1,13.6,60.0,500.0,30.0,3.0,1.24,2,12.0,28590000,30.41,21.5,1.24,0.0,2.0,0.0,0.0,0.0,15575,3903,37028,37879,175,23891,9549,187336,1683,7345,3903,0.0,0.0,0.0,0.0,0.0,0.0,1,4259840,1.5384615384615385
1,16.0,-1,256.0,2,1,13.6,90.0,400.0,53.0,4.0,1.2,2,12.0,28590000,30.41,21.5,1.2,0.0,2.0,0.0,0.0,0.0,15575,3903,37028,37879,175,23891,9549,187336,1683,7345,3903,0.0,0.0,0.0,0.0,0.0,0.0,1,4259840,1.5384615384615385
1,16.0,-1,512.0,2,1,13.6,60.0,250.0,53.0,3.0,1.2,2,12.0,33590000,30.41,21.5,1.2,0.0,2.0,0.0,0.0,0.0,15575,3903,37028,37879,175,23891,9549,187336,1683,7345,3903,0.0,0.0,0.0,0.0,0.0,0.0,1,4259840,1.5384615384615385
1,16.0,-1,512.0,2,1,13.3,60.0,300.0,58.0,4.0,1.4,2,12.0,44462000,30.41,21.24,1.56,0.0,2.0,0.0,0.0,0.0,15575,3903,37028,37879,175,23891,9549,187336,1683,7345,3903,0.0,0.0,0.0,0.0,0.0,0.0,1,4096000,1.6
1,8.0,-1,256.0,2,1,15.3,60.0,350.0,40.0,3.0,1.5,2,12.0,31190000,34.04,23.76,1.5,0.0,2.0,0.0,0.0,0.0,19219,4752,42024,48660,236,27669,11548,229079,1878,10038,4752,0.0,0.0,0.0,0.0,0.0,0.0,1,5368320,1.5450643776824033
1,16.0,-1,512.0,2,1,14.2,60.0,300.0,70.0,4.0,1.6,2,12.0,52290000,31.26,22.12,1.6,0.0,3.0,0.0,0.0,0.0,21755,4100,46762,56504,282,32838,12694,265888,3039,11396,4100,0.0,0.0,0.0,0.0,0.0,0.0,1,5939136,1.539714867617108
1,8.0,-1,256.0,2,1,13.3,180.0,400.0,53.0,4.0,1.4,2,12.0,33900000,30.41,21.24,1.56,0.0,2.0,0.0,0.0,0.0,15575,3903,37028,37879,175,23891,9549,187336,1683,7345,3903,0.0,0.0,0.0,0.0,0.0,0.0,1,4096000,1.6
1,8.0,-1,512.0,2,1,13.3,90.0,350.0,53.0,4.0,1.4,2,12.0,39300000,30.41,21.24,1.56,0.0,2.0,0.0,0.0,0.0,15575,3903,37028,37879,175,23891,9549,187336,1683,7345,3903,0.0,0.0,0.0,0.0,0.0,0.0,1,4096000,1.6
1,16.0,-1,512.0,2,1,16.2,120.0,250.0,100.0,4.0,2.1,2,12.0,52890000,35.57,24.81,2.1,0.0,3.0,0.0,0.0,0.0,26620,4109,58078,73904,359,41204,15778,337935,3623,13702,4109,0.0,0.0,0.0,0.0,0.0,0.0,1,7720704,1.5470008952551477
1,8.0,-1,512.0,2,1,13.3,180.0,350.0,53.0,3.0,1.3,2,12.0,29190000,30.41,21.24,1.61,0.0,2.0,0.0,0.0,0.0,14154,3687,33459,35683,142,21191,8604,169286,1373,6792,3687,0.0,0.0,0.0,0.0,0.0,0.0,1,4096000,1.6
1,36.0,-1,512.0,2,1,14.0,60.0,500.0,48.0,4.0,1.5,2,12.0,59390000,31.26,22.12,1.55,0.0,2.0,0.0,0.0,0.0,24759,4751,54849,61889,281,36337,15176,299018,2302,13915,4751,0.0,0.0,0.0,0.0,0.0,0.0,1,5939136,1.539714867617108
1,36.0,-1,2048.0,2,1,14.0,120.0,350.0,48.0,3.0,1.6,2,12.0,93990000,31.26,22.12,1.6,0.0,3.0,0.0,0.0,0.0,36559,4774,78626,111437,518,53210,21365,461605,4276,21631,4774,0.0,0.0,0.0,0.0,0.0,0.0,1,5939136,1.539714867617108
1,128.0,-1,8192.0,2,1,16.0,144.0,400.0,55.0,4.0,2.2,2,12.0,182390000,35.57,24.81,2.2,0.0,3.0,0.0,0.0,0.0,41013,4785,91393,131765,575,61778,24822,531567,4275,23436,4785,0.0,0.0,0.0,0.0,0.0,0.0,1,7720704,1.5470008952551477
1,16.0,-1,1024.0,2,1,14.2,180.0,300.0,40.0,4.0,1.5,2,12.0,48890000,31.26,22.12,1.55,0.0,2.0,0.0,0.0,0.0,19219,4752,42024,48660,236,27669,11548,229079,1878,10038,4752,0.0,0.0,0.0,0.0,0.0,0.0,1,5939136,1.539714867617108
1,24.0,-1,512.0,2,1,13.6,60.0,350.0,70.0,3.0,1.24,2,12.0,41790000,30.41,21.5,1.24,0.0,2.0,0.0,0.0,0.0,15575,3903,37028,37879,175,23891,9549,187336,1683,7345,3903,0.0,0.0,0.0,0.0,0.0,0.0,1,4259840,1.5384615384615385
1,8.0,-1,512.0,2,1,15.3,180.0,300.0,50.0,3.0,1.5,2,12.0,36190000,34.04,23.76,1.5,0.0,2.0,0.0,0.0,0.0,19219,4752,42024,48660,236,27669,11548,229079,1878,10038,4752,0.0,0.0,0.0,0.0,0.0,0.0,1,5368320,1.5450643776824033
1,8.0,-1,512.0,2,1,13.6,120.0,250.0,60.0,4.0,1.24,2,12.0,31390000,30.41,21.5,1.24,0.0,2.0,0.0,0.0,0.0,19219,4752,42024,48660,236,27669,11548,229079,1878,10038,4752,0.0,0.0,0.0,0.0,0.0,0.0,1,4259840,1.5384615384615385
1,16.0,-1,512.0,2,1,13.6,60.0,350.0,53.0,3.0,1.2,2,12.0,33490000,30.41,21.5,1.2,0.0,2.0,0.0,0.0,0.0,15575,3903,37028,37879,175,23891,9549,187336,1683,7345,3903,0.0,0.0,0.0,0.0,0.0,0.0,1,4259840,1.5384615384615385
1,64.0,-1,1024.0,2,1,16.2,180.0,250.0,100.0,4.0,2.1,2,12.0,100190000,35.57,24.81,2.1,0.0,3.0,0.0,0.0,0.0,26658,4143,57967,73736,361,41246,15753,337058,3828,13756,4143,0.0,0.0,0.0,0.0,0.0,0.0,1,7720704,1.5470008952551477
1,32.0,-1,512.0,2,1,14.2,180.0,250.0,70.0,4.0,1.6,2,12.0,62590000,31.26,22.12,1.6,0.0,3.0,0.0,0.0,0.0,21755,4100,46762,56504,282,32838,12694,265888,3039,11396,4100,0.0,0.0,0.0,0.0,0.0,0.0,1,5939136,1.539714867617108
1,16.0,-1,1024.0,2,1,14.2,180.0,300.0,70.0,4.0,1.6,2,12.0,65090000,31.26,22.12,1.6,0.0,3.0,0.0,0.0,0.0,26620,4109,58078,73904,359,41204,15778,337935,3623,13702,4109,0.0,0.0,0.0,0.0,0.0,0.0,1,5939136,1.539714867617108
1,32.0,-1,1024.0,2,1,14.2,120.0,350.0,70.0,3.0,1.6,2,12.0,60890000,31.26,22.12,1.6,0.0,3.0,0.0,0.0,0.0,26658,4143,57967,73736,361,41246,15753,337058,3828,13756,4143,0.0,0.0,0.0,0.0,0.0,0.0,1,5939136,1.539714867617108
1,32.0,-1,1024.0,2,1,16.2,144.0,300.0,100.0,4.0,2.1,2,12.0,91390000,35.57,24.81,2.1,0.0,3.0,0.0,0.0,0.0,26658,4143,57967,73736,361,41246,15753,337058,3828,13756,4143,0.0,0.0,0.0,0.0,0.0,0.0,1,7720704,1.5470008952551477
1,16.0,-1,1024.0,2,1,16.2,144.0,400.0,100.0,3.0,2.1,2,12.0,70390000,35.57,24.81,2.1,0.0,3.0,0.0,0.0,0.0,26620,4109,58078,73904,359,41204,15778,337935,3623,13702,4109,0.0,0.0,0.0,0.0,0.0,0.0,1,7720704,1.5470008952551477
3,8.0,0,512.0,2,1,15.6,120.0,250.0,41.0,3.0,1.6,6,12.0,13890000,35.85,23.56,1.9,2.0,0.0,1.0,0.0,0.0,8789,3255,27895,19958,35,10592,6018,95292,512,5305,3255,0.0,0.0,0.0,0.0,0.0,0.0,1,2073600,1.7777777777777777
8,16.0,0,512.0,2,1,14.0,120.0,250.0,42.0,4.0,1.4,6,24.0,11990000,32.53,21.65,1.79,0.0,1.0,1.0,0.0,0.0,14910,2881,56114,30091,46,18567,11331,177970,655,11751,2881,0.0,0.0,0.0,0.0,0.0,0.0,1,2073600,1.7777777777777777
8,32.0,1,512.0,2,1,15.3,120.0,300.0,57.0,3.0,1.8,6,24.0,20990000,34.35,23.82,1.74,0.0,2.0,1.0,0.0,0.0,16587,3761,58212,40035,61,20789,11586,183090,1019,10085,3761,0.0,0.0,0.0,0.0,0.0,0.0,1,2304000,1.6
8,16.0,1,512.0,2,1,15.3,144.0,300.0,57.0,3.0,1.8,6,24.0,19990000,34.35,23.82,1.74,0.0,2.0,1.0,0.0,0.0,16587,3761,58212,40035,61,20789,11586,183090,1019,10085,3761,0.0,0.0,0.0,0.0,0.0,0.0,1,2304000,1.6
8,32.0,1,1024.0,2,1,14.0,90.0,400.0,58.0,4.0,1.2,7,36.0,43290000,31.36,21.94,1.69,0.0,2.0,1.0,0.0,0.0,16781,3445,59322,41990,64,19837,11808,182864,1110,10307,3445,0.0,0.0,0.0,0.0,0.0,0.0,1,2304000,1.6
8,32.0,1,1024.0,2,1,13.3,120.0,300.0,54.0,3.0,1.1,7,36.0,38690000,30.17,21.48,1.59,0.0,2.0,1.0,0.0,0.0,17450,3322,57620,41863,63,21428,12402,197964,1113,11394,3322,0.0,0.0,0.0,0.0,0.0,0.0,1,2304000,1.6
8,32.0,1,1024.0,2,1,14.0,180.0,400.0,57.0,4.0,1.1,7,36.0,51390000,31.28,21.48,1.5,0.0,2.0,1.0,0.0,0.0,22301,3501,72517,53887,90,29005,15271,253186,1541,14647,3501,0.0,0.0,0.0,0.0,0.0,0.0,1,2304000,1.6
8,16.0,1,512.0,2,1,14.0,180.0,300.0,45.0,4.0,1.4,6,24.0,27290000,31.35,22.4,1.69,0.0,1.0,1.0,0.0,0.0,16781,3445,59322,41990,64,19837,11808,182864,1110,10307,3445,0.0,0.0,0.0,0.0,0.0,0.0,1,2304000,1.6
0,16.0,1,512.0,2,1,14.0,144.0,300.0,58.0,3.0,1.27,6,12.0,22990000,31.44,22.19,1.75,0.0,1.0,1.0,0.0,0.0,16781,3445,59322,41990,64,19837,11808,182864,1110,10307,3445,0.0,0.0,0.0,0.0,0.0,0.0,1,2304000,1.6
3,8.0,0,512.0,2,1,15.6,120.0,250.0,41.0,3.0,1.6,6,12.0,19190000,35.85,23.56,1.9,0.0,1.0,1.0,0.0,0.0,13218,3259,49703,34654,38,16545,9268,149807,694,8572,3259,0.0,0.0,0.0,0.0,0.0,0.0,1,2073600,1.7777777777777777
0,16.0,1,512.0,2,1,14.0,60.0,300.0,58.0,3.0,1.5,6,12.0,15790000,31.33,21.8,1.69,0.0,1.0,1.0,0.0,0.0,13218,3259,49703,34654,38,16545,9268,149807,694,8572,3259,0.0,0.0,0.0,0.0,0.0,0.0,1,2304000,1.6
12,8.0,0,512.0,2,1,14.0,144.0,300.0,46.0,3.0,1.5,6,24.0,16190000,32.39,21.72,1.99,0.0,1.0,1.0,0.0,0.0,14730,3414,53033,36302,52,18312,10329,164232,861,9177,3414,0.0,0.0,0.0,0.0,0.0,0.0,1,2073600,1.7777777777777777
12,8.0,0,512.0,2,1,15.6,120.0,250.0,45.0,3.0,1.7,6,24.0,16990000,35.89,23.59,1.99,0.0,1.0,1.0,0.0,0.0,14730,3414,53033,36302,52,18312,10329,164232,861,9177,3414,0.0,0.0,0.0,0.0,0.0,0.0,1,2073600,1.7777777777777777
2,16.0,0,512.0,2,1,14.0,120.0,600.0,75.0,4.0,1.3,6,24.0,28390000,31.05,22.19,1.59,0.0,2.0,1.0,0.0,0.0,25114,3523,88381,64685,114,31400,16655,279971,1775,16443,3523,0.0,0.0,0.0,0.0,0.0,0.0,1,5184000,1.6
12,8.0,0,512.0,2,1,15.6,144.0,250.0,52.0,3.0,1.8,6,24.0,18990000,35.9,25.4,2.17,0.0,1.0,1.0,0.0,0.0,16999,3379,56563,42183,47,21668,11418,205799,920,12638,3379,9458.0,118.0,55.0,73.0,45.0,3865.0,1,2073600,1.7777777777777777
12,8.0,1,512.0,2,1,15.6,144.0,300.0,52.0,3.0,1.8,6,24.0,19990000,35.9,25.4,2.17,0.0,1.0,1.0,0.0,0.0,18408,3170,63980,36382,50,23123,14141,229245,870,15997,3170,9458.0,118.0,55.0,73.0,45.0,3865.0,1,2073600,1.7777777777777777
2,16.0,1,512.0,2,1,14.0,120.0,600.0,75.0,4.0,1.3,6,24.0,17990000,31.05,22.19,1.59,0.0,2.0,1.0,0.0,0.0,22301,3501,72517,53887,90,29005,15271,253186,1541,14647,3501,0.0,0.0,0.0,0.0,0.0,0.0,1,5184000,1.6
5,8.0,1,512.0,2,1,16.1,144.0,250.0,70.0,4.0,2.3,6,12.0,26590000,36.9,25.94,2.29,0.0,1.0,1.0,0.0,0.0,23006,3632,73805,45544,78,30126,15925,272254,1175,20780,3632,9458.0,118.0,55.0,73.0,45.0,3865.0,1,2073600,1.7777777777777777
3,8.0,0,512.0,2,1,15.6,120.0,250.0,41.0,3.0,1.9,6,12.0,16490000,35.85,23.56,1.9,2.0,0.0,1.0,0.0,0.0,13388,3218,50412,33950,37,17469,9643,150997,735,8360,3218,0.0,0.0,0.0,0.0,0.0,0.0,1,2073600,1.7777777777777777
0,8.0,1,512.0,2,1,16.0,165.0,300.0,57.0,3.0,2.5,6,12.0,33390000,36.18,27.84,2.55,0.0,1.0,1.0,0.0,0.0,28820,3770,99823,60655,87,40633,20762,351350,1350,26137,3770,17662.0,218.0,110.0,159.0,73.0,6828.0,1,2304000,1.6
2,16.0,1,512.0,2,1,15.6,144.0,250.0,48.0,3.0,2.3,6,12.0,18490000,35.9,25.6,2.45,0.0,1.0,1.0,0.0,0.0,23962,3225,87461,49983,56,32387,19230,318531,1010,22303,3225,7671.0,105.0,39.0,48.0,41.0,3467.0,1,2073600,1.7777777777777777
9,8.0,1,512.0,2,1,14.0,60.0,350.0,72.0,4.0,1.2,6,12.0,42990000,31.4,21.95,1.68,0.0,1.0,1.0,0.0,0.0,22301,3501,72517,53887,90,29005,15271,253186,1541,14647,3501,0.0,0.0,0.0,0.0,0.0,0.0,1,2304000,1.6
12,8.0,1,1024.0,2,1,16.0,120.0,300.0,65.0,4.0,2.3,6,24.0,39990000,35.9,26.64,2.77,0.0,1.0,1.0,0.0,0.0,36550,3993,129038,93326,166,45944,25499,438104,2408,26361,3993,17662.0,218.0,110.0,159.0,73.0,6828.0,1,4096000,1.6
12,16.0,1,1024.0,2,1,17.0,120.0,300.0,90.0,4.0,2.8,6,24.0,51990000,38.32,27.99,2.97,0.0,1.0,1.0,0.0,0.0,25114,3523,88381,64685,114,31400,16655,279971,1775,16443,3523,19567.0,222.0,118.0,178.0,85.0,8362.0,1,4096000,1.6
12,16.0,1,1024.0,2,1,15.6,144.0,500.0,54.0,3.0,2.3,6,24.0,38990000,35.9,25.9,2.49,0.0,1.0,1.0,0.0,0.0,24850,3689,84451,62278,100,29800,16091,290251,1678,18001,3689,19567.0,222.0,118.0,178.0,85.0,8362.0,1,2073600,1.7777777777777777
12,16.0,1,1024.0,2,1,16.0,240.0,350.0,65.0,4.0,2.3,6,24.0,41990000,35.9,26.64,2.77,0.0,1.0,1.0,0.0,0.0,36550,3993,129038,93326,166,45944,25499,438104,2408,26361,3993,19567.0,222.0,118.0,178.0,85.0,8362.0,1,4096000,1.6
12,32.0,1,2048.0,2,1,16.0,120.0,500.0,99.0,4.0,2.7,6,36.0,89990000,35.7,28.4,2.79,0.0,2.0,1.0,0.0,0.0,45650,4300,163612,116486,201,62740,34092,564409,2769,32655,4300,25099.0,286.0,161.0,248.0,96.0,11446.0,1,9216000,1.6
12,32.0,1,2048.0,2,1,16.0,240.0,350.0,99.0,4.0,2.0,6,24.0,64990000,35.58,25.97,1.99,0.0,1.0,1.0,0.0,0.0,25114,3523,88381,64685,114,31400,16655,279971,1775,16443,3523,19567.0,222.0,118.0,178.0,85.0,8362.0,1,4096000,1.6
2,16.0,1,512.0,2,1,14.0,90.0,600.0,75.0,4.0,1.3,6,24.0,26990000,31.05,22.19,1.59,0.0,2.0,1.0,0.0,0.0,22301,3501,72517,53887,90,29005,15271,253186,1541,14647,3501,0.0,0.0,0.0,0.0,0.0,0.0,1,5184000,1.6
2,32.0,1,1024.0,2,1,14.0,120.0,600.0,75.0,4.0,1.2,6,24.0,34890000,31.24,22.01,1.49,0.0,1.0,1.0,0.0,0.0,29319,3702,99135,73478,124,38235,19907,340819,1988,20244,3702,0.0,0.0,0.0,0.0,0.0,0.0,1,5184000,1.6
5,16.0,1,512.0,2,1,16.1,144.0,250.0,70.0,4.0,2.3,6,12.0,30490000,36.9,25.94,2.39,0.0,1.0,1.0,0.0,0.0,23006,3632,73805,45544,78,30126,15925,272254,1175,20780,3632,14428.0,186.0,81.0,131.0,61.0,5939.0,1,2073600,1.7777777777777777
3,8.0,1,1024.0,2,1,15.6,165.0,300.0,56.0,3.0,2.6,6,12.0,46190000,35.73,27.45,2.61,0.0,1.0,1.0,0.0,0.0,44116,4123,159985,112944,195,60702,33080,545227,2718,31300,4123,17662.0,218.0,110.0,159.0,73.0,6828.0,1,2073600,1.7777777777777777
8,16.0,1,512.0,2,1,14.0,60.0,400.0,57.0,3.0,1.5,6,24.0,25690000,31.2,22.1,1.69,0.0,2.0,1.0,0.0,0.0,25114,3523,88381,64685,114,31400,16655,279971,1775,16443,3523,0.0,0.0,0.0,0.0,0.0,0.0,1,2304000,1.6
8,16.0,0,512.0,2,1,14.0,144.0,300.0,45.0,4.0,1.4,6,24.0,13390000,32.42,21.57,1.99,0.0,1.0,1.0,0.0,0.0,10846,3297,36592,26189,34,13414,7301,121129,617,7105,3297,0.0,0.0,0.0,0.0,0.0,0.0,1,2073600,1.7777777777777777
8,16.0,1,512.0,2,1,15.6,144.0,300.0,60.0,3.0,2.4,6,24.0,33990000,35.99,25.87,2.39,0.0,1.0,1.0,0.0,0.0,28820,3770,99823,60655,87,40633,20762,351350,1350,26137,3770,17662.0,218.0,110.0,159.0,73.0,6828.0,1,2073600,1.7777777777777777
8,16.0,0,512.0,2,1,15.6,120.0,300.0,45.0,3.0,1.6,6,24.0,11990000,35.92,23.65,1.99,0.0,1.0,1.0,0.0,0.0,10846,3297,36592,26189,34,13414,7301,121129,617,7105,3297,0.0,0.0,0.0,0.0,0.0,0.0,1,2073600,1.7777777777777777
8,16.0,0,512.0,2,1,15.6,180.0,300.0,47.0,3.0,1.6,6,24.0,14490000,35.93,23.5,1.79,0.0,1.0,1.0,0.0,0.0,18610,3064,74843,39275,47,24239,14864,230713,793,14907,3064,0.0,0.0,0.0,0.0,0.0,0.0,1,2073600,1.7777777777777777
2,16.0,1,512.0,2,1,15.6,144.0,250.0,90.0,4.0,2.2,6,24.0,31990000,35.4,25.1,2.49,0.0,1.0,1.0,0.0,0.0,24850,3689,84451,62278,100,29800,16091,290251,1678,18001,3689,17662.0,218.0,110.0,159.0,73.0,6828.0,1,2073600,1.7777777777777777
12,32.0,1,2048.0,2,1,16.0,120.0,300.0,99.0,4.0,2.0,6,24.0,89990000,35.58,25.97,1.99,0.0,1.0,1.0,0.0,0.0,29319,3702,99135,73478,124,38235,19907,340819,1988,20244,3702,25099.0,286.0,161.0,248.0,96.0,11446.0,1,9216000,1.6
12,32.0,1,2048.0,2,1,16.0,120.0,400.0,99.0,4.0,2.0,6,24.0,17990000,35.58,25.97,1.99,0.0,1.0,1.0,0.0,0.0,29319,3702,99135,73478,124,38235,19907,340819,1988,20244,3702,27668.0,314.0,181.0,270.0,106.0,12653.0,1,9216000,1.6
0,16.0,1,512.0,2,1,15.6,90.0,300.0,50.0,3.0,1.8,6,12.0,15290000,36.29,23.75,1.89,2.0,0.0,1.0,0.0,0.0,16587,3761,58212,40035,61,20789,11586,183090,1019,10085,3761,0.0,0.0,0.0,0.0,0.0,0.0,1,2073600,1.7777777777777777
12,16.0,1,1024.0,2,1,16.0,240.0,250.0,65.0,4.0,2.3,6,24.0,42990000,35.9,26.64,2.77,0.0,1.0,1.0,0.0,0.0,37380,3997,132887,94535,176,48473,26683,445064,2430,26185,3997,19567.0,222.0,118.0,178.0,85.0,8362.0,1,4096000,1.6
12,16.0,1,1024.0,2,1,16.0,240.0,500.0,65.0,4.0,2.2,6,24.0,45990000,35.9,25.9,2.69,0.0,1.0,1.0,0.0,0.0,37380,3997,132887,94535,176,48473,26683,445064,2430,26185,3997,17662.0,218.0,110.0,159.0,73.0,6828.0,1,4096000,1.6
